cells	samples	cell.types
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_D11_S239_comb	Mel79	T.CD8
cy84_Primary_CD45_pos_E09_S441_comb	Mel84	T.cell
cy88_cd_45_pos_E07_S439_comb	Mel88	T.CD4
cy80_CD45_pos_PD1_pos_B05_S113_comb	Mel80	T.CD8
cy84_Primary_CD45_pos_H10_S478_comb	Mel84	T.cell
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_G12_S468_comb	Mel79	T.CD8
cy74_CD45_pos_E04_S724_comb	Mel74	T.CD8
cy79_p5_CD45_pos_PD1_pos_D01_S613_comb	Mel79	T.CD4
CY94CD45POS_1_F01_S157_comb	Mel94	T.CD4
cy60_1_cd_45_pos_4_C01_S25_comb	Mel60	T.CD8
cy80_Cd45_pos_PD1_pos_S160_G04_S160_comb	Mel80	T.CD4
cy79_p4_CD45_pos_PD1_pos_F12_S360_comb	Mel79	T.CD4
CY89A_CD45_POS_6_E10_S154_comb	Mel89	T.CD8
cy80_CD45_pos_PD1_pos_C11_S131_comb	Mel80	T.CD4
cy60_1_cd_45_pos_3_B07_S307_comb	Mel60	T.CD4
CY58_1_CD45_H11_S1055_comb	Mel58	T.CD8
cy88_cd_45_pos_3_D03_S615_comb	Mel88	T.CD8
cy80_CD45_pos_PD1_pos_C06_S126_comb	Mel80	T.CD4
Cy71_CD45_D05_S521_comb	Mel71	T.CD8
CY89FNA_B10_S214_comb	Mel89	T.CD8
cy88_cd_45_pos_F09_S453_comb	Mel88	T.cell
cy82_CD45_pos_2_F09_S549_comb	Mel82	T.CD4
cy58_1_CD45_pos_H06_S666_comb	Mel58	T.CD8
CY58_1_CD45_A03_S963_comb	Mel58	T.CD8
cy58_1_CD45_pos_F08_S644_comb	Mel58	T.cell
cy82_CD45_pos_3_H10_S94_comb	Mel82	T.CD8
cy80_CD45_neg_D04_S424_comb	Mel80	T.CD8
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_B06_S498_comb	Mel79	T.CD4
CY89A_CD45_POS_6_B06_S114_comb	Mel89	T.CD8
Cy74_CD45_E07_S439_comb	Mel74	T.CD8
cy60_1_cd_45_pos_3_B05_S305_comb	Mel60	NK
Cy72_CD45_C02_S698_comb	Mel72	T.CD4
CY75_1FNA_G11_S563_comb	Mel75	T.cell
cy53_1_CD45_pos_1_D02_S38_comb	Mel53	T.CD4
CY89A_Core_15_C02_S26_comb	Mel89	T.CD8
CY89A_CD45_POS_10_G02_S266_comb	Mel89	T.CD4
CY89A_CD45_POS_6_H08_S188_comb	Mel89	T.cell
cy72_CD45_pos_H05_S953_comb	Mel72	T.cell
cy53_1_CD45_pos_2_D06_S1002_comb	Mel53	T.CD8
cy79_p4_CD45_pos_PD1_pos_H07_S379_comb	Mel79	T.CD4
CY88CD45POS_2_C07_S415_comb	Mel88	T.cell
cy60_1_cd_45_pos_4_B12_S24_comb	Mel60	T.CD4
CY94CD45POS_1_H11_S191_comb	Mel94	T.cell
cy74_CD45_pos_G08_S752_comb	Mel74	T.CD8
CY75_1FNA_H09_S573_comb	Mel75	T.CD4
cy79_p4_CD45_pos_PD1_pos_C09_S321_comb	Mel79	T.CD8
cy94_cd45pos_4_A04_S4_comb	Mel94	T.CD8
cy80_Cd45_pos_PD1_pos_S183_H03_S183_comb	Mel80	T.CD8
CY84_PRIM_POS_ALL_6_C09_S417_comb	Mel84	T.CD8
cy53_1_CD45_pos_1_E08_S56_comb	Mel53	T.CD4
cy88_cd_45_pos_C11_S419_comb	Mel88	T.cell
Cy81_FNA_CD45_F03_S255_comb	Mel81	NK
cy72_CD45_pos_E06_S918_comb	Mel72	T.cell
cy80_CD45_pos_PD1_pos_H12_S192_comb	Mel80	T.cell
CY89COREQ1_A12_S300_comb	Mel89	T.CD8
cy94_cd45pos_4_A01_S1_comb	Mel94	T.CD4
cy82_CD45_pos_1_G10_S562_comb	Mel82	T.cell
CY89A_Core_15_H07_S91_comb	Mel89	T.CD8
cy74_CD45_pos_F07_S739_comb	Mel74	T.CD4
CY58_1_CD45_C02_S986_comb	Mel58	T.CD8
Cy74_CD45_F04_S448_comb	Mel74	T.CD8
CY89A_CD45_POS_6_C06_S126_comb	Mel89	T.cell
CY89FNA_F05_S257_comb	Mel89	T.CD8
CY89COREQ1_B12_S312_comb	Mel89	T.CD4
CY89A_CD45_POS_10_B12_S216_comb	Mel89	T.CD8
Cy74_CD45_G10_S466_comb	Mel74	T.cell
cy84_Primary_CD45_pos_H11_S479_comb	Mel84	T.cell
cy74_CD45_pos_E11_S731_comb	Mel74	T.CD4
cy80_CD45_neg_E10_S442_comb	Mel80	T.CD8
CY94CD45POS_1_D12_S144_comb	Mel94	T.CD8
cy84_Met_CD45_pos_G01_S937_comb	Mel84	T.CD4
cy58_1_CD45_pos_A05_S581_comb	Mel58	T.CD8
cy58_1_CD45_pos_E07_S631_comb	Mel58	T.cell
cy94_cd45neg_cd90pos_C04_S316_comb	Mel94	T.CD8
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_F07_S547_comb	Mel79	T.CD4
Cy81_FNA_CD45_C03_S219_comb	Mel81	T.CD8
CY89A_Core_15_A11_S11_comb	Mel89	T.CD8
cy60_1_cd_45_pos_4_D11_S47_comb	Mel60	T.CD4
Cy72_CD45_F03_S735_comb	Mel72	T.cell
CY75_1FNA_A10_S490_comb	Mel75	T.CD8
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_D02_S230_comb	Mel79	T.CD8
cy94_cd45pos_D02_S134_comb	Mel94	T.cell
cy58_1_CD45_pos_B09_S597_comb	Mel58	T.CD4
cy79_p5_CD45_pos_PD1_pos_E06_S630_comb	Mel79	T.CD8
cy79_p5_CD45_pos_PD1_pos_B10_S598_comb	Mel79	T.CD8
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_D07_S1003_comb	Mel60	T.CD4
CY88CD45POS_2_D07_S427_comb	Mel88	T.CD4
CY58_1_CD45_B11_S983_comb	Mel58	T.CD8
Cy81_FNA_CD45_E05_S245_comb	Mel81	T.CD8
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_G01_S457_comb	Mel79	T.CD8
cy53_1_CD45_pos_1_C10_S34_comb	Mel53	T.CD8
cy94_cd45pos_4_A06_S6_comb	Mel94	T.cell
CY88CD45_150813_C05_S317_comb	Mel88	T.CD8
Cy72_CD45_G06_S750_comb	Mel72	T.CD4
cy53_1_CD45_pos_2_H11_S1055_comb	Mel53	T.CD4
cy80_CD45_pos_PD1_pos_G08_S176_comb	Mel80	T.CD4
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_G06_S270_comb	Mel79	T.CD4
CY89COREQ1_B11_S311_comb	Mel89	T.CD8
cy60_1_cd_45_pos_3_H01_S373_comb	Mel60	T.CD4
cy72_CD45_pos_G02_S938_comb	Mel72	T.CD8
cy60_1_cd_45_pos_4_E04_S52_comb	Mel60	T.cell
cy94_cd45pos_4_G01_S73_comb	Mel94	T.CD4
CY88CD45POS_7_E07_S247_comb	Mel88	T.CD8
cy88_cd_45_pos_E11_S443_comb	Mel88	T.CD4
cy94_cd45pos_4_G09_S81_comb	Mel94	T.cell
CY89A_CD45_POS_6_F08_S164_comb	Mel89	T.CD4
cy79_p4_CD45_pos_PD1_pos_E11_S347_comb	Mel79	T.CD8
cy94_cd45pos_4_E08_S56_comb	Mel94	T.CD4
cy79_p5_CD45_pos_PD1_pos_A03_S579_comb	Mel79	T.CD8
Cy71_CD45_F04_S544_comb	Mel71	T.CD8
cy80_CD45_pos_PD1_pos_E11_S155_comb	Mel80	T.cell
cy80_CD45_neg_C04_S412_comb	Mel80	T.CD8
CY88CD45POS_7_G02_S266_comb	Mel88	T.CD8
CY58_1_CD45_D07_S1003_comb	Mel58	T.CD8
cy80_Cd45_pos_PD1_pos_S187_H07_S187_comb	Mel80	T.CD8
Cy71_CD45_E07_S535_comb	Mel71	T.CD4
cy60_1_cd_45_pos_3_F01_S349_comb	Mel60	T.cell
CY58_1_CD45_F06_S1026_comb	Mel58	T.CD4
cy79_p4_CD45_pos_PD1_pos_F10_S358_comb	Mel79	T.CD4
cy82_CD45_pos_3_C07_S31_comb	Mel82	T.cell
cy88_cd_45_pos_B09_S405_comb	Mel88	T.CD8
cy74_CD45_pos_G09_S753_comb	Mel74	T.CD4
cy79_p4_CD45_pos_PD1_pos_F05_S353_comb	Mel79	T.CD8
Cy81_FNA_CD45_B06_S210_comb	Mel81	T.cell
cy74_CD45_pos_E05_S725_comb	Mel74	T.CD8
cy80_CD45_pos_PD1_pos_D10_S142_comb	Mel80	T.CD4
CY88CD45POS_7_B09_S213_comb	Mel88	T.CD4
cy88_cd_45_pos_3_D09_S621_comb	Mel88	T.CD4
cy94_cd45pos_B07_S115_comb	Mel94	T.cell
cy58_1_CD45_pos_H04_S664_comb	Mel58	T.CD8
cy88_cd_45_pos_F03_S447_comb	Mel88	T.CD8
Cy81_FNA_CD45_A10_S202_comb	Mel81	T.cell
CY89A_CD45_POS_10_B07_S211_comb	Mel89	T.CD8
CY89FNA_A08_S200_comb	Mel89	T.CD8
cy58_1_CD45_pos_B11_S599_comb	Mel58	T.CD8
cy79_p4_CD45_pos_PD1_pos_F11_S359_comb	Mel79	T.cell
cy53_1_CD45_pos_1_E12_S60_comb	Mel53	T.CD4
Cy72_CD45_A10_S682_comb	Mel72	T.CD8
cy79_p5_CD45_pos_PD1_pos_C02_S602_comb	Mel79	T.CD8
cy74_CD45_pos_E08_S728_comb	Mel74	T.CD8
Cy72_CD45_A12_S684_comb	Mel72	T.CD4
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_G04_S268_comb	Mel79	T.CD8
cy60_1_cd_45_pos_4_H02_S86_comb	Mel60	T.CD4
CY58_1_CD45_G02_S1034_comb	Mel58	T.cell
cy53_1_CD45_pos_2_A03_S963_comb	Mel53	T.CD8
CY58_1_CD45_G03_S1035_comb	Mel58	T.CD8
Cy72_CD45_D10_S718_comb	Mel72	T.CD4
CY94CD45POS_1_A03_S99_comb	Mel94	T.cell
cy79_p4_CD45_pos_PD1_pos_A08_S296_comb	Mel79	T.cell
cy58_1_CD45_pos_B04_S592_comb	Mel58	T.CD8
cy79_p4_CD45_pos_PD1_pos_F09_S357_comb	Mel79	T.CD8
CY89A_Core_15_B12_S24_comb	Mel89	T.CD8
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_D01_S229_comb	Mel79	T.CD8
cy53_1_CD45_pos_2_H01_S1045_comb	Mel53	T.CD4
cy58_1_CD45_pos_H07_S667_comb	Mel58	T.CD8
cy79_p5_CD45_pos_PD1_pos_B03_S591_comb	Mel79	T.cell
CY89A_Core_15_D12_S48_comb	Mel89	T.CD8
cy53_1_CD45_pos_1_F07_S67_comb	Mel53	T.CD4
cy72_CD45_pos_H06_S954_comb	Mel72	T.CD4
cy79_p5_CD45_pos_PD1_pos_G07_S655_comb	Mel79	T.CD8
cy79_p5_CD45_pos_PD1_pos_D05_S617_comb	Mel79	T.CD8
cy79_p5_CD45_pos_PD1_pos_A08_S584_comb	Mel79	T.CD8
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_A11_S395_comb	Mel79	T.CD4
cy88_cd45pos_5_E01_S241_comb	Mel88	T.CD4
cy80_Cd45_pos_Pd1_neg_S295_E07_S295_comb	Mel80	T.CD4
cy94_cd45neg_cd90pos_D06_S330_comb	Mel94	T.CD4
cy80_CD45_pos_PD1_pos_G11_S179_comb	Mel80	T.cell
cy74_CD45_pos_D10_S718_comb	Mel74	T.CD8
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_H02_S278_comb	Mel79	T.CD8
Cy72_CD45_E01_S721_comb	Mel72	T.CD4
CY88CD45POS_7_H03_S279_comb	Mel88	T.CD8
cy79_p4_CD45_pos_PD1_pos_G11_S371_comb	Mel79	T.CD8
cy58_1_CD45_pos_G06_S654_comb	Mel58	T.CD8
cy94_cd45pos_4_E07_S55_comb	Mel94	T.CD4
CY89A_Core_15_G08_S80_comb	Mel89	T.CD8
cy94_cd45pos_4_B08_S20_comb	Mel94	T.CD4
Cy81_FNA_CD45_F07_S259_comb	Mel81	T.CD8
Cy72_CD45_B12_S696_comb	Mel72	T.CD8
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_G03_S267_comb	Mel79	T.CD8
cy79_p4_CD45_pos_PD1_pos_A02_S290_comb	Mel79	T.CD8
cy94_cd45pos_4_E11_S59_comb	Mel94	T.CD4
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_G02_S266_comb	Mel79	T.CD8
cy80_Cd45_pos_Pd1_neg_S299_E11_S299_comb	Mel80	T.cell
cy60_1_cd_45_pos_3_E09_S345_comb	Mel60	T.cell
cy53_1_CD45_pos_1_D09_S45_comb	Mel53	T.CD4
cy80_CD45_pos_PD1_pos_D01_S133_comb	Mel80	T.cell
cy79_p4_CD45_pos_PD1_pos_E08_S344_comb	Mel79	T.CD8
cy88_cd_45_pos_F04_S448_comb	Mel88	T.CD8
cy79_p4_CD45_pos_PD1_pos_G04_S364_comb	Mel79	T.CD8
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_F05_S449_comb	Mel79	T.CD8
CY88CD45_150813_D01_S325_comb	Mel88	T.cell
cy80_CD45_neg_G08_S464_comb	Mel80	T.cell
cy80_Cd45_pos_PD1_pos_D05_S89_comb	Mel80	T.CD4
CY58_1_CD45_A08_S968_comb	Mel58	T.CD4
CY94CD45POS_1_D01_S133_comb	Mel94	T.CD4
Cy72_CD45_H08_S764_comb	Mel72	T.CD4
CY89A_Core_15_H04_S88_comb	Mel89	T.CD8
cy79_p5_CD45_pos_PD1_pos_H01_S661_comb	Mel79	T.CD8
cy79_p4_CD45_pos_PD1_pos_D09_S333_comb	Mel79	T.CD8
cy79_p3_CD45_pos_PD1_neg_F12_S168_comb	Mel79	T.cell
cy79_p5_CD45_pos_PD1_pos_H04_S664_comb	Mel79	T.CD8
cy53_1_CD45_pos_1_C12_S36_comb	Mel53	T.CD4
cy74_CD45_pos_D06_S714_comb	Mel74	T.CD8
CY84_PRIM_POS_ALL_7_G05_S269_comb	Mel84	T.CD8
cy80_CD45_pos_PD1_pos_A12_S108_comb	Mel80	T.cell
cy80_Cd45_pos_PD1_pos_S118_E10_S118_comb	Mel80	T.cell
cy60_1_cd_45_pos_3_G03_S363_comb	Mel60	T.CD4
CY58_1_CD45_C07_S991_comb	Mel58	T.CD8
cy74_CD45_pos_H05_S761_comb	Mel74	T.CD4
CY58_1_CD45_G01_S1033_comb	Mel58	T.CD4
cy80_Cd45_pos_PD1_pos_S167_G11_S167_comb	Mel80	T.CD4
Cy81_FNA_CD45_G06_S270_comb	Mel81	T.cell
Cy81_FNA_CD45_A11_S203_comb	Mel81	T.cell
Cy71_CD45_H09_S573_comb	Mel71	T.CD4
Cy72_CD45_G10_S754_comb	Mel72	T.cell
CY88CD45_150813_C09_S321_comb	Mel88	T.cell
cy79_p4_CD45_pos_PD1_pos_A07_S295_comb	Mel79	T.CD8
cy58_1_CD45_pos_E01_S625_comb	Mel58	T.CD4
Cy74_CD45_G09_S465_comb	Mel74	T.CD8
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_F04_S256_comb	Mel79	T.cell
cy79_p4_CD45_pos_PD1_pos_H12_S384_comb	Mel79	T.cell
cy94_cd45pos_4_H07_S91_comb	Mel94	T.CD4
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_D12_S528_comb	Mel79	T.CD8
cy60_1_cd_45_pos_4_A01_S1_comb	Mel60	T.CD8
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_D03_S231_comb	Mel79	T.CD4
cy79_p4_CD45_pos_PD1_pos_H08_S380_comb	Mel79	T.CD8
CY94CD45POS_1_A01_S97_comb	Mel94	T.CD4
CY89A_CD45_POS_6_B01_S109_comb	Mel89	T.CD4
cy74_CD45_pos_B08_S692_comb	Mel74	T.CD8
Cy74_CD45_F11_S455_comb	Mel74	T.CD8
cy72_CD45_pos_H02_S950_comb	Mel72	T.CD4
cy79_p4_CD45_pos_PD1_pos_E03_S339_comb	Mel79	T.CD8
cy79_p5_CD45_pos_PD1_pos_A11_S587_comb	Mel79	T.CD4
cy60_1_cd_45_pos_4_H07_S91_comb	Mel60	T.CD8
cy84_Primary_CD45_pos_C03_S411_comb	Mel84	T.CD4
cy79_p5_CD45_pos_PD1_pos_A02_S578_comb	Mel79	T.CD8
CY88CD45POS_7_D02_S230_comb	Mel88	T.CD8
cy72_CD45_pos_F12_S936_comb	Mel72	T.CD4
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_B04_S208_comb	Mel79	T.CD8
CY58_1_CD45_H10_S1054_comb	Mel58	T.CD8
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_C02_S506_comb	Mel79	T.CD8
cy80_CD45_neg_B12_S408_comb	Mel80	T.CD8
cy79_p4_CD45_pos_PD1_pos_H02_S374_comb	Mel79	T.CD4
cy53_1_CD45_pos_1_G04_S76_comb	Mel53	T.CD8
cy58_1_CD45_pos_C02_S602_comb	Mel58	T.CD8
cy80_Cd45_pos_PD1_pos_D06_S90_comb	Mel80	T.cell
cy72_CD45_pos_E11_S923_comb	Mel72	T.CD8
cy74_CD45_pos_C01_S697_comb	Mel74	T.CD8
cy82_CD45_pos_1_C04_S508_comb	Mel82	T.CD8
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_C06_S414_comb	Mel79	T.CD8
cy94_cd45pos_A12_S108_comb	Mel94	T.CD8
Cy72_CD45_E03_S723_comb	Mel72	T.CD4
cy84_Primary_CD45_pos_A01_S385_comb	Mel84	T.CD8
cy58_1_CD45_pos_G07_S655_comb	Mel58	T.CD8
Cy72_CD45_B11_S695_comb	Mel72	T.cell
Cy74_CD45_D09_S429_comb	Mel74	T.cell
cy88_cd45pos_5_B03_S207_comb	Mel88	T.CD8
Cy72_CD45_H09_S765_comb	Mel72	T.cell
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_E08_S536_comb	Mel79	T.CD4
cy58_1_CD45_pos_F07_S643_comb	Mel58	T.cell
cy74_CD45_pos_F09_S741_comb	Mel74	T.CD8
cy80_Cd45_pos_PD1_pos_A08_S20_comb	Mel80	T.CD8
cy82_CD45_pos_2_D04_S520_comb	Mel82	T.CD4
cy79_p5_CD45_pos_PD1_pos_B02_S590_comb	Mel79	T.CD8
Cy72_CD45_G07_S751_comb	Mel72	T.cell
cy88_cd_45_pos_3_C07_S607_comb	Mel88	T.cell
Cy72_CD45_G05_S749_comb	Mel72	T.CD4
cy80_CD45_neg_C07_S415_comb	Mel80	T.cell
Cy71_CD45_D03_S519_comb	Mel71	T.CD8
cy79_p3_CD45_pos_PD1_neg_E07_S151_comb	Mel79	T.CD4
cy88_cd_45_pos_E03_S435_comb	Mel88	T.cell
Cy81_FNA_CD45_F05_S257_comb	Mel81	NK
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_D10_S238_comb	Mel79	T.CD8
cy58_1_CD45_pos_C10_S610_comb	Mel58	T.cell
cy79_p4_CD45_pos_PD1_pos_B06_S306_comb	Mel79	T.CD4
cy80_CD45_pos_PD1_pos_G04_S172_comb	Mel80	NK
Cy72_CD45_C11_S707_comb	Mel72	T.cell
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_B07_S403_comb	Mel79	T.cell
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_H11_S287_comb	Mel79	T.CD4
cy88_cd45pos_5_E05_S245_comb	Mel88	T.cell
cy58_1_CD45_pos_H10_S670_comb	Mel58	T.CD8
cy80_CD45_pos_PD1_pos_E06_S150_comb	Mel80	T.CD4
cy80_Cd45_pos_PD1_pos_B10_S46_comb	Mel80	T.CD4
CY88CD45POS_2_E05_S437_comb	Mel88	T.CD4
cy94_cd45pos_H10_S190_comb	Mel94	T.cell
cy53_1_CD45_pos_1_G03_S75_comb	Mel53	T.cell
cy79_p3_CD45_pos_PD1_neg_E02_S146_comb	Mel79	T.cell
CY89A_CD45_POS_10_F02_S254_comb	Mel89	T.CD4
cy72_CD45_pos_F05_S929_comb	Mel72	T.cell
cy53_1_CD45_pos_2_B04_S976_comb	Mel53	T.CD4
cy53_1_CD45_pos_1_B12_S24_comb	Mel53	T.CD8
cy79_p5_CD45_pos_PD1_pos_D10_S622_comb	Mel79	T.CD8
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_B06_S402_comb	Mel79	T.cell
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_G08_S464_comb	Mel79	T.CD4
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_F06_S450_comb	Mel79	T.CD8
cy79_p5_CD45_pos_PD1_pos_B05_S593_comb	Mel79	T.CD8
CY58_1_CD45_G06_S1038_comb	Mel58	T.CD4
cy88_cd_45_pos_3_D11_S623_comb	Mel88	T.CD8
cy80_Cd45_pos_PD1_pos_S158_G02_S158_comb	Mel80	T.cell
cy53_1_CD45_pos_2_D08_S1004_comb	Mel53	T.CD4
cy79_p4_CD45_pos_PD1_pos_C02_S314_comb	Mel79	T.CD8
CY94CD45POS_1_D10_S142_comb	Mel94	T.CD4
cy80_CD45_pos_PD1_pos_B01_S109_comb	Mel80	T.CD8
cy60_1_cd_45_pos_4_A09_S9_comb	Mel60	T.CD4
cy80_Cd45_pos_PD1_pos_S114_E06_S114_comb	Mel80	T.cell
cy80_CD45_neg_F05_S449_comb	Mel80	T.CD8
cy60_1_cd_45_pos_4_D09_S45_comb	Mel60	T.CD4
cy82_CD45_pos_2_B10_S502_comb	Mel82	T.CD4
cy88_cd_45_pos_E09_S441_comb	Mel88	T.cell
cy79_p4_CD45_pos_PD1_pos_H01_S373_comb	Mel79	T.CD8
cy84_Primary_CD45_pos_C04_S412_comb	Mel84	T.CD8
cy74_CD45_pos_D07_S715_comb	Mel74	T.cell
cy94_cd45pos_G06_S174_comb	Mel94	T.CD4
cy72_CD45_pos_G06_S942_comb	Mel72	T.CD8
cy58_1_CD45_pos_F06_S642_comb	Mel58	T.cell
CY58_1_CD45_G07_S1039_comb	Mel58	T.CD8
cy80_Cd45_pos_PD1_pos_B03_S39_comb	Mel80	T.CD4
cy94_cd45neg_cd90pos_G12_S372_comb	Mel94	T.CD4
cy72_CD45_pos_C04_S892_comb	Mel72	T.CD8
CY89A_Core_15_G03_S75_comb	Mel89	T.CD8
Cy71_CD45_H03_S567_comb	Mel71	T.cell
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_E12_S444_comb	Mel79	T.CD8
cy94_cd45neg_cd90pos_F07_S355_comb	Mel94	T.CD8
CY88CD45POS_7_E05_S245_comb	Mel88	T.cell
cy72_CD45_pos_E05_S917_comb	Mel72	T.CD4
CY58_1_CD45_A02_S962_comb	Mel58	T.CD8
cy79_p1_CD45_pos_PD1_pos_AS_C5_R1_B10_S214_comb	Mel79	T.CD4
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_D08_S428_comb	Mel79	T.CD8
CY89A_CD45_POS_10_E12_S252_comb	Mel89	T.CD4
Cy71_CD45_F12_S552_comb	Mel71	T.CD8
CY84_PRIM_POS_ALL_6_A08_S392_comb	Mel84	T.CD8
Cy74_CD45_A11_S395_comb	Mel74	T.CD8
cy80_Cd45_pos_PD1_pos_B05_S41_comb	Mel80	T.CD8
cy94_cd45pos_4_H08_S92_comb	Mel94	T.CD4
cy94_cd45pos_C10_S130_comb	Mel94	T.CD4
Cy81_FNA_CD45_D06_S234_comb	Mel81	T.CD8
cy79_p5_CD45_pos_PD1_pos_D08_S620_comb	Mel79	T.CD8
cy84_Primary_CD45_pos_G12_S468_comb	Mel84	T.CD4
cy72_CD45_pos_D01_S901_comb	Mel72	T.CD8
CY88CD45_150813_B01_S301_comb	Mel88	T.cell
cy79_p3_CD45_pos_PD1_neg_E08_S152_comb	Mel79	T.cell
cy79_p4_CD45_pos_PD1_pos_D07_S331_comb	Mel79	T.CD8
CY89A_Core_15_D10_S46_comb	Mel89	T.CD8
cy79_p5_CD45_pos_PD1_pos_E07_S631_comb	Mel79	T.CD8
cy80_Cd45_pos_PD1_pos_S117_E09_S117_comb	Mel80	T.CD8
cy58_1_CD45_pos_A12_S588_comb	Mel58	T.CD4
Cy71_CD45_D10_S526_comb	Mel71	T.CD8
cy53_1_CD45_pos_1_C11_S35_comb	Mel53	T.CD4
cy79_p4_CD45_pos_PD1_pos_E02_S338_comb	Mel79	T.CD8
cy60_1_cd_45_pos_3_F06_S354_comb	Mel60	T.CD8
cy94_cd45pos_B08_S116_comb	Mel94	T.cell
cy79_p5_CD45_pos_PD1_pos_D11_S623_comb	Mel79	T.CD8
cy79_p4_CD45_pos_PD1_pos_D05_S329_comb	Mel79	T.CD8
cy94_cd45pos_4_H03_S87_comb	Mel94	T.cell
cy84_Met_CD45_pos_F04_S928_comb	Mel84	T.cell
cy79_p5_CD45_pos_PD1_pos_G06_S654_comb	Mel79	T.CD8
CY94CD45POS_1_D04_S136_comb	Mel94	T.CD4
Cy72_CD45_A09_S681_comb	Mel72	T.CD4
cy80_Cd45_pos_PD1_pos_C04_S64_comb	Mel80	T.CD4
cy80_CD45_pos_PD1_pos_D05_S137_comb	Mel80	T.CD4
cy60_1_cd_45_pos_3_H02_S374_comb	Mel60	T.CD8
cy80_Cd45_pos_PD1_pos_C01_S61_comb	Mel80	T.CD4
cy53_1_CD45_pos_1_F03_S63_comb	Mel53	T.CD8
cy80_CD45_neg_C01_S409_comb	Mel80	T.CD8
cy74_CD45_pos_E10_S730_comb	Mel74	NK
cy79_p5_CD45_pos_PD1_pos_G11_S659_comb	Mel79	T.CD8
CY89A_Core_15_H08_S92_comb	Mel89	T.CD4
cy80_Cd45_pos_PD1_pos_B02_S38_comb	Mel80	T.CD4
cy53_1_CD45_pos_1_F09_S69_comb	Mel53	T.CD4
cy80_CD45_pos_PD1_pos_E12_S156_comb	Mel80	T.CD4
cy79_p5_CD45_pos_PD1_pos_H11_S671_comb	Mel79	T.CD8
cy80_Cd45_pos_PD1_pos_C05_S65_comb	Mel80	T.CD4
Cy74_CD45_H09_S477_comb	Mel74	T.cell
cy60_1_cd_45_pos_3_C11_S323_comb	Mel60	T.CD8
cy60_1_cd_45_pos_3_F02_S350_comb	Mel60	T.cell
CY58_1_CD45_C10_S994_comb	Mel58	T.CD8
CY58_1_CD45_G04_S1036_comb	Mel58	T.CD8
cy72_CD45_pos_C09_S897_comb	Mel72	T.cell
cy58_1_CD45_pos_A08_S584_comb	Mel58	T.CD8
cy80_CD45_neg_F07_S451_comb	Mel80	T.CD8
CY88CD45POS_2_G04_S460_comb	Mel88	T.CD8
cy58_1_CD45_pos_B01_S589_comb	Mel58	T.CD4
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_F02_S446_comb	Mel79	T.cell
cy94_cd45pos_4_E05_S53_comb	Mel94	T.cell
cy74_CD45_pos_G01_S745_comb	Mel74	T.CD8
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_G07_S463_comb	Mel79	T.CD8
cy58_1_CD45_pos_E06_S630_comb	Mel58	T.CD8
cy80_CD45_pos_PD1_pos_C10_S130_comb	Mel80	T.CD4
CY88CD45POS_2_B05_S401_comb	Mel88	T.CD4
CY89COREQ1_D12_S336_comb	Mel89	T.cell
Cy71_CD45_E01_S529_comb	Mel71	T.CD8
cy60_1_cd_45_pos_4_G08_S80_comb	Mel60	T.CD8
cy84_Primary_CD45_pos_C10_S418_comb	Mel84	T.CD4
cy94_cd45pos_4_A05_S5_comb	Mel94	T.CD4
cy94_cd45pos_A08_S104_comb	Mel94	T.cell
cy88_cd_45_pos_3_F04_S640_comb	Mel88	T.cell
CY89A_Core_15_D09_S45_comb	Mel89	T.CD8
CY89COREQ1_D02_S326_comb	Mel89	T.CD8
