method	class	precision	recall	f1_score	support	specificity	Cell Labels	category	dataset
NMC	ACINAR_CELL	0.946974063	0.849095607	0.895367847	1935	0.998345175	ACINAR_CELL	Epithelial	Pancreatic
NMC	B_CELL	0.908794788	0.912137311	0.910462982	2447	0.99593341	B_CELL	Immune	Pancreatic
NMC	DUCTAL_CELL_TYPE_1	0.905237729	0.799069497	0.848846787	10317	0.981721136	DUCTAL_CELL_TYPE_1	Epithelial	Pancreatic
NMC	DUCTAL_CELL_TYPE_2	0.829376141	0.762527618	0.794548301	11315	0.961592557	DUCTAL_CELL_TYPE_2	Tumour	Pancreatic
NMC	ENDOCRINE_CELL	0.800322061	0.68175583	0.736296296	729	0.99781694	ENDOCRINE_CELL	Secretory	Pancreatic
NMC	ENDOTHELIAL_CELL	0.990699555	0.806186245	0.888969521	9117	0.998574763	ENDOTHELIAL_CELL	Endothelial	Pancreatic
NMC	FIBROBLAST	0.916258741	0.777365767	0.841116996	6742	0.990568638	FIBROBLAST	Fibroblast	Pancreatic
NMC	MACROPHAGE	0.925599508	0.842380153	0.88203125	5361	0.993041845	MACROPHAGE	Immune	Pancreatic
NMC	STELLATE_CELL	0.810043318	0.854748603	0.831795717	5907	0.977064487	STELLATE_CELL	Fibroblast	Pancreatic
NMC	T_CELL	0.364742659	0.892622951	0.517872711	3660	0.894375348	T_CELL	Immune	Pancreatic
kNN9	ACINAR_CELL	0.950753769	0.977777778	0.964076433	1935	0.998237252	ACINAR_CELL	Epithelial	Pancreatic
kNN9	B_CELL	0.826175869	0.990600736	0.900947779	2447	0.990741245	B_CELL	Immune	Pancreatic
kNN9	DUCTAL_CELL_TYPE_1	0.958155423	0.978772899	0.96835443	10317	0.990659352	DUCTAL_CELL_TYPE_1	Epithelial	Pancreatic
kNN9	DUCTAL_CELL_TYPE_2	0.993344725	0.97613787	0.984666132	11315	0.998398788	DUCTAL_CELL_TYPE_2	Tumour	Pancreatic
kNN9	ENDOCRINE_CELL	0.760430686	0.775034294	0.767663043	729	0.996866252	ENDOCRINE_CELL	Secretory	Pancreatic
kNN9	ENDOTHELIAL_CELL	0.994058501	0.95426127	0.973753428	9117	0.998925908	ENDOTHELIAL_CELL	Endothelial	Pancreatic
kNN9	FIBROBLAST	0.975007483	0.966330466	0.970649583	6742	0.996711822	FIBROBLAST	Fibroblast	Pancreatic
kNN9	MACROPHAGE	0.969719626	0.967729901	0.968723742	5361	0.996894708	MACROPHAGE	Immune	Pancreatic
kNN9	STELLATE_CELL	0.96398892	0.942610462	0.953179834	5907	0.995970788	STELLATE_CELL	Fibroblast	Pancreatic
kNN9	T_CELL	0.910013717	0.906284153	0.908145106	3660	0.993911268	T_CELL	Immune	Pancreatic
ACTINN	ACINAR_CELL	0.975735674	0.976744186	0.976239669	1935	0.9991546	ACINAR_CELL	Epithelial	Pancreatic
ACTINN	B_CELL	0.975520196	0.977114834	0.976316864	2447	0.998910735	B_CELL	Immune	Pancreatic
ACTINN	DUCTAL_CELL_TYPE_1	0.985138004	0.989434913	0.987281783	10317	0.996738187	DUCTAL_CELL_TYPE_1	Epithelial	Pancreatic
ACTINN	DUCTAL_CELL_TYPE_2	0.99250507	0.994785683	0.993644068	11315	0.99816077	DUCTAL_CELL_TYPE_2	Tumour	Pancreatic
ACTINN	ENDOCRINE_CELL	0.948201439	0.903978052	0.925561798	729	0.999366208	ENDOCRINE_CELL	Secretory	Pancreatic
ACTINN	ENDOTHELIAL_CELL	0.99339934	0.990457387	0.991926182	9117	0.998760663	ENDOTHELIAL_CELL	Endothelial	Pancreatic
ACTINN	FIBROBLAST	0.976723759	0.989617324	0.983128269	6742	0.996869339	FIBROBLAST	Fibroblast	Pancreatic
ACTINN	MACROPHAGE	0.986607143	0.989367655	0.987985471	5361	0.99861987	MACROPHAGE	Immune	Pancreatic
ACTINN	STELLATE_CELL	0.988396259	0.966141866	0.977142368	5907	0.998702129	STELLATE_CELL	Fibroblast	Pancreatic
ACTINN	T_CELL	0.961611762	0.965027322	0.963316514	3660	0.997382588	T_CELL	Immune	Pancreatic
scVI	ACINAR_CELL	0.984375	0.976744186	0.980544747	1935	0.999460383	ACINAR_CELL	Epithelial	Pancreatic
scVI	B_CELL	0.98207009	0.984879444	0.983472761	2447	0.999201205	B_CELL	Immune	Pancreatic
scVI	DUCTAL_CELL_TYPE_1	0.990318521	0.991470389	0.99089412	10317	0.997881939	DUCTAL_CELL_TYPE_1	Epithelial	Pancreatic
scVI	DUCTAL_CELL_TYPE_2	0.993988153	0.993636765	0.993812428	11315	0.998528616	DUCTAL_CELL_TYPE_2	Tumour	Pancreatic
scVI	ENDOCRINE_CELL	0.949453552	0.953360768	0.951403149	729	0.999348603	ENDOCRINE_CELL	Secretory	Pancreatic
scVI	ENDOTHELIAL_CELL	0.994625425	0.994625425	0.994625425	9117	0.998987875	ENDOTHELIAL_CELL	Endothelial	Pancreatic
scVI	FIBROBLAST	0.983664459	0.991397212	0.987515698	6742	0.997814444	FIBROBLAST	Fibroblast	Pancreatic
scVI	MACROPHAGE	0.990695943	0.993098303	0.991895668	5361	0.999041576	MACROPHAGE	Immune	Pancreatic
scVI	STELLATE_CELL	0.986403807	0.982563061	0.984479688	5907	0.998450303	STELLATE_CELL	Fibroblast	Pancreatic
scVI	T_CELL	0.980907582	0.968579235	0.974704427	3660	0.998719139	T_CELL	Immune	Pancreatic
Cell_BLAST	ACINAR_CELL	0.9888	0.958139535	0.973228346	1935	0.999622268	ACINAR_CELL	Epithelial	Pancreatic
Cell_BLAST	B_CELL	0.982238744	0.971802207	0.976992605	2447	0.99921936	B_CELL	Immune	Pancreatic
Cell_BLAST	DUCTAL_CELL_TYPE_1	0.970847973	0.990985752	0.980813507	10317	0.993497554	DUCTAL_CELL_TYPE_1	Epithelial	Pancreatic
Cell_BLAST	DUCTAL_CELL_TYPE_2	0.992116918	0.989924878	0.991019686	11315	0.998074218	DUCTAL_CELL_TYPE_2	Tumour	Pancreatic
Cell_BLAST	ENDOCRINE_CELL	0.954344624	0.888888889	0.920454545	729	0.999454235	ENDOCRINE_CELL	Secretory	Pancreatic
Cell_BLAST	ENDOTHELIAL_CELL	0.993446629	0.98102446	0.987196468	9117	0.998781319	ENDOTHELIAL_CELL	Endothelial	Pancreatic
Cell_BLAST	FIBROBLAST	0.974065934	0.98605755	0.980025061	6742	0.996514925	FIBROBLAST	Fibroblast	Pancreatic
Cell_BLAST	MACROPHAGE	0.982319002	0.984517814	0.983417179	5361	0.998178995	MACROPHAGE	Immune	Pancreatic
Cell_BLAST	STELLATE_CELL	0.990097259	0.947858473	0.968517558	5907	0.998915212	STELLATE_CELL	Fibroblast	Pancreatic
Cell_BLAST	T_CELL	0.981376975	0.950273224	0.965574681	3660	0.998774828	T_CELL	Immune	Pancreatic
Cell_BLAST	UNLABELED	0	0	0	0	0.994194333			Pancreatic
SingleCellNet	ACINAR_CELL	0.986103688	0.953488372	0.969521808	1935	0.999532332	ACINAR_CELL	Epithelial	Pancreatic
SingleCellNet	B_CELL	0.957507082	0.966898243	0.962179748	2447	0.998093786	B_CELL	Immune	Pancreatic
SingleCellNet	DUCTAL_CELL_TYPE_1	0.964393939	0.987108656	0.975619102	10317	0.992036092	DUCTAL_CELL_TYPE_1	Epithelial	Pancreatic
SingleCellNet	DUCTAL_CELL_TYPE_2	0.986111111	0.991427309	0.988762064	11315	0.996581197	DUCTAL_CELL_TYPE_2	Tumour	Pancreatic
SingleCellNet	ENDOCRINE_CELL	0.969645868	0.788751715	0.8698941	729	0.999683104	ENDOCRINE_CELL	Secretory	Pancreatic
SingleCellNet	ENDOTHELIAL_CELL	0.991356383	0.98124383	0.986274186	9117	0.998388862	ENDOTHELIAL_CELL	Endothelial	Pancreatic
SingleCellNet	FIBROBLAST	0.96512301	0.989172352	0.976999707	6742	0.995254785	FIBROBLAST	Fibroblast	Pancreatic
SingleCellNet	MACROPHAGE	0.977457502	0.986756202	0.982084842	5361	0.997661446	MACROPHAGE	Immune	Pancreatic
SingleCellNet	STELLATE_CELL	0.987873462	0.951582868	0.969388635	5907	0.998663386	STELLATE_CELL	Fibroblast	Pancreatic
SingleCellNet	T_CELL	0.95114546	0.941530055	0.946313332	3660	0.996714312	T_CELL	Immune	Pancreatic
LAmbDA	ACINAR_CELL	0.90741688	0.916795866	0.912082262	1935	0.996744312	ACINAR_CELL	Epithelial	Pancreatic
LAmbDA	B_CELL	0.897328244	0.960768288	0.927965265	2447	0.995116461	B_CELL	Immune	Pancreatic
LAmbDA	DUCTAL_CELL_TYPE_1	0.95849204	0.951245517	0.95485503	10317	0.990998242	DUCTAL_CELL_TYPE_1	Epithelial	Pancreatic
LAmbDA	DUCTAL_CELL_TYPE_2	0.956001378	0.981263809	0.968467879	11315	0.988942984	DUCTAL_CELL_TYPE_2	Tumour	Pancreatic
LAmbDA	ENDOCRINE_CELL	0.897125567	0.813443073	0.85323741	729	0.998802838	ENDOCRINE_CELL	Secretory	Pancreatic
LAmbDA	ENDOTHELIAL_CELL	0.979744852	0.960293956	0.969921897	9117	0.996261335	ENDOTHELIAL_CELL	Endothelial	Pancreatic
LAmbDA	FIBROBLAST	0.912326769	0.927617918	0.919908803	6742	0.988166496	FIBROBLAST	Fibroblast	Pancreatic
LAmbDA	MACROPHAGE	0.938397989	0.974631599	0.956171653	5361	0.993425214	MACROPHAGE	Immune	Pancreatic
LAmbDA	STELLATE_CELL	0.928495949	0.892500423	0.910142426	5907	0.992135289	STELLATE_CELL	Fibroblast	Pancreatic
LAmbDA	T_CELL	0.919506463	0.855191257	0.886183465	3660	0.994913681	T_CELL	Immune	Pancreatic
scPred	ACINAR_CELL	0.985759494	0.965891473	0.975724354	1935	0.999514345	ACINAR_CELL	Epithelial	Pancreatic
scPred	B_CELL	0.987168874	0.974662852	0.980876002	2447	0.999437213	B_CELL	Immune	Pancreatic
scPred	DUCTAL_CELL_TYPE_1	0.988826273	0.986430164	0.987626765	10317	0.99756423	DUCTAL_CELL_TYPE_1	Epithelial	Pancreatic
scPred	DUCTAL_CELL_TYPE_2	0.994775987	0.992929739	0.993852006	11315	0.998723358	DUCTAL_CELL_TYPE_2	Tumour	Pancreatic
scPred	ENDOCRINE_CELL	0.955489614	0.88340192	0.918032787	729	0.99947184	ENDOCRINE_CELL	Secretory	Pancreatic
scPred	ENDOTHELIAL_CELL	0.99590708	0.987495887	0.991683648	9117	0.999235742	ENDOTHELIAL_CELL	Endothelial	Pancreatic
scPred	FIBROBLAST	0.988545076	0.985612578	0.987076649	6742	0.998483894	FIBROBLAST	Fibroblast	Pancreatic
scPred	MACROPHAGE	0.990418937	0.98339862	0.986896294	5361	0.999022408	MACROPHAGE	Immune	Pancreatic
scPred	STELLATE_CELL	0.992708333	0.968004063	0.980200566	5907	0.999186409	STELLATE_CELL	Fibroblast	Pancreatic
scPred	T_CELL	0.980650589	0.955464481	0.967893717	3660	0.998719139	T_CELL	Immune	Pancreatic
scPred	UNLABELED	0	0	0	0	0.990491917			Pancreatic
CaSTLe	ACINAR_CELL	0.972395833	0.964857881	0.968612192	1935	0.999046677	ACINAR_CELL	Epithelial	Pancreatic
CaSTLe	B_CELL	0.949939928	0.969350225	0.959546926	2447	0.997730697	B_CELL	Immune	Pancreatic
CaSTLe	DUCTAL_CELL_TYPE_1	0.970585426	0.98507318	0.97777564	10317	0.993476373	DUCTAL_CELL_TYPE_1	Epithelial	Pancreatic
CaSTLe	DUCTAL_CELL_TYPE_2	0.983781888	0.991780822	0.987765162	11315	0.995996971	DUCTAL_CELL_TYPE_2	Tumour	Pancreatic
CaSTLe	ENDOCRINE_CELL	0.927018634	0.818930041	0.869628551	729	0.99917255	ENDOCRINE_CELL	Secretory	Pancreatic
CaSTLe	ENDOTHELIAL_CELL	0.990694583	0.980914775	0.985780423	9117	0.998264929	ENDOTHELIAL_CELL	Endothelial	Pancreatic
CaSTLe	FIBROBLAST	0.969341353	0.980124592	0.974703149	6742	0.995884855	FIBROBLAST	Fibroblast	Pancreatic
CaSTLe	MACROPHAGE	0.976977349	0.981533296	0.979250023	5361	0.99762311	MACROPHAGE	Immune	Pancreatic
CaSTLe	STELLATE_CELL	0.983403215	0.952937193	0.96793053	5907	0.998159735	STELLATE_CELL	Fibroblast	Pancreatic
CaSTLe	T_CELL	0.941710201	0.93579235	0.938741949	3660	0.9960646	T_CELL	Immune	Pancreatic
CHETAH	ACINAR_CELL	0.868744098	0.950904393	0.907969405	1935	0.99499955	ACINAR_CELL	Epithelial	Pancreatic
CHETAH	B_CELL	0.953111306	0.888843482	0.919856206	2447	0.998057477	B_CELL	Immune	Pancreatic
CHETAH	DUCTAL_CELL_TYPE_1	0.966573238	0.902491034	0.933433584	10317	0.993179845	DUCTAL_CELL_TYPE_1	Epithelial	Pancreatic
CHETAH	DUCTAL_CELL_TYPE_2	0.849258584	0.946531153	0.895260386	11315	0.958866169	DUCTAL_CELL_TYPE_2	Tumour	Pancreatic
CHETAH	ENDOCRINE_CELL	0.725260417	0.764060357	0.744154977	729	0.996285277	ENDOCRINE_CELL	Secretory	Pancreatic
CHETAH	ENDOTHELIAL_CELL	0.994663026	0.879017221	0.933271224	9117	0.999111809	ENDOTHELIAL_CELL	Endothelial	Pancreatic
CHETAH	FIBROBLAST	0.931518749	0.954316227	0.942779691	6742	0.990686776	FIBROBLAST	Fibroblast	Pancreatic
CHETAH	MACROPHAGE	0.944719787	0.924454393	0.934477232	5361	0.994441143	MACROPHAGE	Immune	Pancreatic
CHETAH	STELLATE_CELL	0.984157282	0.872862705	0.925174951	5907	0.99839219	STELLATE_CELL	Fibroblast	Pancreatic
CHETAH	T_CELL	0.94035533	0.607377049	0.738047809	3660	0.997382588	T_CELL	Immune	Pancreatic
CHETAH	UNLABELED	0	0	0	0	0.959933948			Pancreatic
scID	ACINAR_CELL	0.991137371	0.693540052	0.816053512	1935	0.999784153	ACINAR_CELL	Epithelial	Pancreatic
scID	B_CELL	0.194200531	0.38863915	0.258986928	2447	0.928362653	B_CELL	Immune	Pancreatic
scID	DUCTAL_CELL_TYPE_1	0.895963479	0.36144228	0.515090821	10317	0.990828797	DUCTAL_CELL_TYPE_1	Epithelial	Pancreatic
scID	DUCTAL_CELL_TYPE_2	0.994717147	0.399381352	0.569933157	11315	0.999480688	DUCTAL_CELL_TYPE_2	Tumour	Pancreatic
scID	ENDOCRINE_CELL	0.971311475	0.650205761	0.778964667	729	0.999753525	ENDOCRINE_CELL	Secretory	Pancreatic
scID	ENDOTHELIAL_CELL	0.998712999	0.255347154	0.406708595	9117	0.999938033	ENDOTHELIAL_CELL	Endothelial	Pancreatic
scID	FIBROBLAST	0.98287373	0.502224859	0.664768823	6742	0.998838308	FIBROBLAST	Fibroblast	Pancreatic
scID	MACROPHAGE	0.917414393	0.93452714	0.925891702	5361	0.991355019	MACROPHAGE	Immune	Pancreatic
scID	STELLATE_CELL	0.590610428	0.943456916	0.726455061	5907	0.925169014	STELLATE_CELL	Fibroblast	Pancreatic
scID	T_CELL	0.661470911	0.823224044	0.733536214	3660	0.971375534	T_CELL	Immune	Pancreatic
scID	UNLABELED	0	0	0	0	0.706970276			Pancreatic
scmapcell	ACINAR_CELL	0.993166287	0.90129199	0.945001355	1935	0.999784153	ACINAR_CELL	Epithelial	Pancreatic
scmapcell	B_CELL	0.984555985	0.625255415	0.764808798	2447	0.999564294	B_CELL	Immune	Pancreatic
scmapcell	DUCTAL_CELL_TYPE_1	0.982775494	0.973344965	0.978037497	10317	0.996272213	DUCTAL_CELL_TYPE_1	Epithelial	Pancreatic
scmapcell	DUCTAL_CELL_TYPE_2	0.994048148	0.988952718	0.991493886	11315	0.998550254	DUCTAL_CELL_TYPE_2	Tumour	Pancreatic
scmapcell	ENDOCRINE_CELL	0.965299685	0.839506173	0.898019076	729	0.999612683	ENDOCRINE_CELL	Secretory	Pancreatic
scmapcell	ENDOTHELIAL_CELL	0.995528228	0.976746737	0.986048057	9117	0.999173776	ENDOTHELIAL_CELL	Endothelial	Pancreatic
scmapcell	FIBROBLAST	0.973940392	0.964550578	0.969222744	6742	0.996573994	FIBROBLAST	Fibroblast	Pancreatic
scmapcell	MACROPHAGE	0.985577824	0.981533296	0.983551402	5361	0.998524028	MACROPHAGE	Immune	Pancreatic
scmapcell	STELLATE_CELL	0.997211896	0.908244456	0.950651192	5907	0.999709432	STELLATE_CELL	Fibroblast	Pancreatic
scmapcell	T_CELL	0.986414844	0.813387978	0.891584307	3660	0.999238908	T_CELL	Immune	Pancreatic
scmapcell	UNLABELED	0	0	0	0	0.952164088			Pancreatic
scmapcluster	ACINAR_CELL	0.948094975	0.887338501	0.916711159	1935	0.9983092	ACINAR_CELL	Epithelial	Pancreatic
scmapcluster	B_CELL	0.93902439	0.912545975	0.925595855	2447	0.997367609	B_CELL	Immune	Pancreatic
scmapcluster	DUCTAL_CELL_TYPE_1	0.952651145	0.943879035	0.948244803	10317	0.989748586	DUCTAL_CELL_TYPE_1	Epithelial	Pancreatic
scmapcluster	DUCTAL_CELL_TYPE_2	0.968886177	0.982501105	0.975646145	11315	0.992275235	DUCTAL_CELL_TYPE_2	Tumour	Pancreatic
scmapcluster	ENDOCRINE_CELL	0.843706777	0.836762689	0.840220386	729	0.998010598	ENDOCRINE_CELL	Secretory	Pancreatic
scmapcluster	ENDOTHELIAL_CELL	0.993217611	0.947680158	0.969914683	9117	0.998781319	ENDOTHELIAL_CELL	Endothelial	Pancreatic
scmapcluster	FIBROBLAST	0.92965035	0.985909226	0.956953642	6742	0.990096086	FIBROBLAST	Fibroblast	Pancreatic
scmapcluster	MACROPHAGE	0.944712829	0.984890879	0.964383562	5361	0.994076942	MACROPHAGE	Immune	Pancreatic
scmapcluster	STELLATE_CELL	0.991385768	0.896224818	0.941406597	5907	0.999108924	STELLATE_CELL	Fibroblast	Pancreatic
scmapcluster	T_CELL	0.992662474	0.776229508	0.871205152	3660	0.999610173	T_CELL	Immune	Pancreatic
scmapcluster	UNLABELED	0	0	0	0	0.977715974			Pancreatic
singleR	ACINAR_CELL	0.95004995	0.982945736	0.966217932	1935	0.998201277	ACINAR_CELL	Epithelial	Pancreatic
singleR	B_CELL	0.881118881	0.978340826	0.927188226	2447	0.994136122	B_CELL	Immune	Pancreatic
singleR	DUCTAL_CELL_TYPE_1	0.951776896	0.952699428	0.952237938	10317	0.989452058	DUCTAL_CELL_TYPE_1	Epithelial	Pancreatic
singleR	DUCTAL_CELL_TYPE_2	0.948041029	0.996553248	0.971692016	11315	0.986627718	DUCTAL_CELL_TYPE_2	Tumour	Pancreatic
singleR	ENDOCRINE_CELL	0.905089409	0.90260631	0.903846154	729	0.998785233	ENDOCRINE_CELL	Secretory	Pancreatic
singleR	ENDOTHELIAL_CELL	0.994913295	0.943950861	0.968762312	9117	0.999091153	ENDOTHELIAL_CELL	Endothelial	Pancreatic
singleR	FIBROBLAST	0.937420719	0.986502522	0.96133555	6742	0.991257777	FIBROBLAST	Fibroblast	Pancreatic
singleR	MACROPHAGE	0.958257382	0.980600634	0.969300267	5361	0.99561042	MACROPHAGE	Immune	Pancreatic
singleR	STELLATE_CELL	0.990595611	0.90942949	0.948278906	5907	0.999012068	STELLATE_CELL	Fibroblast	Pancreatic
singleR	T_CELL	0.968214397	0.848907104	0.904644053	3660	0.998106553	T_CELL	Immune	Pancreatic
cibersort	BCELL	0.439964943	0.98046875	0.60738052	512	0.821757322	BCELL	Immune	Metastatic Melanoma
cibersort	CAF	0.108949416	1	0.196491228	56	0.886661717	CAF	Fibroblast	Metastatic Melanoma
cibersort	ENDOTHELIAL	0.953846154	1	0.976377953	62	0.999256506	ENDOTHELIAL	Endothelial	Metastatic Melanoma
cibersort	MACROPHAGE	0.415224913	1	0.586797066	120	0.957505658	MACROPHAGE	Immune	Metastatic Melanoma
cibersort	MELANOMA	0	0	0	1252	1	MELANOMA	Tumour	Metastatic Melanoma
cibersort	NK	0	0	0	51	1	NK	Immune	Metastatic Melanoma
cibersort	TCELL	0.969827586	0.990704501	0.980154889	2044	0.9693132	TCELL	Immune	Metastatic Melanoma
gsea	BCELL	0.978557505	0.98046875	0.979512195	512	0.99693166	BCELL	Immune	Metastatic Melanoma
gsea	CAF	0.042846213	1	0.08217168	56	0.690423163	CAF	Fibroblast	Metastatic Melanoma
gsea	ENDOTHELIAL	0.953846154	1	0.976377953	62	0.999256506	ENDOTHELIAL	Endothelial	Metastatic Melanoma
gsea	MACROPHAGE	0.967741935	1	0.983606557	120	0.998994217	MACROPHAGE	Immune	Metastatic Melanoma
gsea	MELANOMA	0	0	0	1252	1	MELANOMA	Tumour	Metastatic Melanoma
gsea	NK	0	0	0	51	1	NK	Immune	Metastatic Melanoma
gsea	TCELL	0.969827586	0.990704501	0.980154889	2044	0.9693132	TCELL	Immune	Metastatic Melanoma
gsva	BCELL	0.978557505	0.98046875	0.979512195	512	0.99693166	BCELL	Immune	Metastatic Melanoma
gsva	CAF	0.042846213	1	0.08217168	56	0.690423163	CAF	Fibroblast	Metastatic Melanoma
gsva	ENDOTHELIAL	0.953846154	1	0.976377953	62	0.999256506	ENDOTHELIAL	Endothelial	Metastatic Melanoma
gsva	MACROPHAGE	0.967741935	1	0.983606557	120	0.998994217	MACROPHAGE	Immune	Metastatic Melanoma
gsva	MELANOMA	0	0	0	1252	1	MELANOMA	Tumour	Metastatic Melanoma
gsva	NK	0	0	0	51	1	NK	Immune	Metastatic Melanoma
gsva	TCELL	0.969827586	0.990704501	0.980154889	2044	0.9693132	TCELL	Immune	Metastatic Melanoma
metaneighbor	BCELL	0.978557505	0.98046875	0.979512195	512	0.99693166	BCELL	Immune	Metastatic Melanoma
metaneighbor	CAF	0.049036778	1	0.093489149	56	0.73125464	CAF	Fibroblast	Metastatic Melanoma
metaneighbor	ENDOTHELIAL	0.953846154	1	0.976377953	62	0.999256506	ENDOTHELIAL	Endothelial	Metastatic Melanoma
metaneighbor	MACROPHAGE	0.415224913	1	0.586797066	120	0.957505658	MACROPHAGE	Immune	Metastatic Melanoma
metaneighbor	MELANOMA	0	0	0	1252	1	MELANOMA	Tumour	Metastatic Melanoma
metaneighbor	NK	0	0	0	51	1	NK	Immune	Metastatic Melanoma
metaneighbor	TCELL	0.969827586	0.990704501	0.980154889	2044	0.9693132	TCELL	Immune	Metastatic Melanoma
ora	BCELL	0.341496599	0.98046875	0.506559031	512	0.729986053	BCELL	Immune	Metastatic Melanoma
ora	CAF	0.16	1	0.275862069	56	0.927245731	CAF	Fibroblast	Metastatic Melanoma
ora	ENDOTHELIAL	0.953846154	1	0.976377953	62	0.999256506	ENDOTHELIAL	Endothelial	Metastatic Melanoma
ora	MACROPHAGE	0.967741935	1	0.983606557	120	0.998994217	MACROPHAGE	Immune	Metastatic Melanoma
ora	MELANOMA	0	0	0	1252	1	MELANOMA	Tumour	Metastatic Melanoma
ora	NK	0	0	0	51	1	NK	Immune	Metastatic Melanoma
ora	TCELL	0.969827586	0.990704501	0.980154889	2044	0.9693132	TCELL	Immune	Metastatic Melanoma
adobo	BCELL	0	0	0	512	1	BCELL	Immune	Metastatic Melanoma
adobo	CAF	0.949152542	1	0.973913043	56	0.99925761	CAF	Fibroblast	Metastatic Melanoma
adobo	ENDOTHELIAL	0.953846154	1	0.976377953	62	0.999256506	ENDOTHELIAL	Endothelial	Metastatic Melanoma
adobo	MACROPHAGE	0.967741935	1	0.983606557	120	0.998994217	MACROPHAGE	Immune	Metastatic Melanoma
adobo	MELANOMA	0	0	0	1252	1	MELANOMA	Tumour	Metastatic Melanoma
adobo	NK	0	0	0	51	1	NK	Immune	Metastatic Melanoma
adobo	TCELL	0.969827586	0.990704501	0.980154889	2044	0.9693132	TCELL	Immune	Metastatic Melanoma
adobo	Unknown	0	0	0	0	0.570173298			Metastatic Melanoma
sccatch	BCELL	0.977459016	0.931640625	0.954	512	0.99693166	BCELL	Immune	Metastatic Melanoma
sccatch	CAF	0.949152542	1	0.973913043	56	0.99925761	CAF	Fibroblast	Metastatic Melanoma
sccatch	ENDOTHELIAL	0.953846154	1	0.976377953	62	0.999256506	ENDOTHELIAL	Endothelial	Metastatic Melanoma
sccatch	MACROPHAGE	0.967741935	1	0.983606557	120	0.998994217	MACROPHAGE	Immune	Metastatic Melanoma
sccatch	MELANOMA	0.99516129	0.492811502	0.659188034	1252	0.998945518	MELANOMA	Tumour	Metastatic Melanoma
sccatch	NK	0	0	0	51	1	NK	Immune	Metastatic Melanoma
sccatch	TCELL	0.992366412	0.063600783	0.11954023	2044	0.999512908	TCELL	Immune	Metastatic Melanoma
sccatch	Unknown	0	0	0	0	0.362948499			Metastatic Melanoma
SVM	BCELL	0.994163424	0.998046875	0.996101365	512	0.99916318	BCELL	Immune	Metastatic Melanoma
SVM	CAF	1	1	1	56	1	CAF	Fibroblast	Metastatic Melanoma
SVM	ENDOTHELIAL	1	1	1	62	1	ENDOTHELIAL	Endothelial	Metastatic Melanoma
SVM	MACROPHAGE	0.983606557	1	0.991735537	120	0.999497108	MACROPHAGE	Immune	Metastatic Melanoma
SVM	MELANOMA	0.9992	0.997603834	0.998401279	1252	0.999648506	MELANOMA	Tumour	Metastatic Melanoma
SVM	NK	0.970588235	0.647058824	0.776470588	51	0.999752842	NK	Immune	Metastatic Melanoma
SVM	TCELL	0.99077222	0.998043053	0.994394346	2044	0.990745251	TCELL	Immune	Metastatic Melanoma
SVMrej	BCELL	0.996101365	0.998046875	0.997073171	512	0.99944212	BCELL	Immune	Metastatic Melanoma
SVMrej	CAF	1	0.982142857	0.990990991	56	1	CAF	Fibroblast	Metastatic Melanoma
SVMrej	ENDOTHELIAL	1	1	1	62	1	ENDOTHELIAL	Endothelial	Metastatic Melanoma
SVMrej	MACROPHAGE	0.983193277	0.975	0.979079498	120	0.999497108	MACROPHAGE	Immune	Metastatic Melanoma
SVMrej	MELANOMA	0.9992	0.997603834	0.998401279	1252	0.999648506	MELANOMA	Tumour	Metastatic Melanoma
SVMrej	NK	0.966666667	0.568627451	0.716049383	51	0.999752842	NK	Immune	Metastatic Melanoma
SVMrej	TCELL	0.998529412	0.996575342	0.99755142	2044	0.998538724	TCELL	Immune	Metastatic Melanoma
SVMrej	UNLABELED	0	0	0	0	0.993165731			Metastatic Melanoma
RF	BCELL	0.99223301	0.998046875	0.995131451	512	0.99888424	BCELL	Immune	Metastatic Melanoma
RF	CAF	1	0.857142857	0.923076923	56	1	CAF	Fibroblast	Metastatic Melanoma
RF	ENDOTHELIAL	1	1	1	62	1	ENDOTHELIAL	Endothelial	Metastatic Melanoma
RF	MACROPHAGE	0.991452991	0.966666667	0.978902954	120	0.999748554	MACROPHAGE	Immune	Metastatic Melanoma
RF	MELANOMA	0.995219124	0.997603834	0.996410052	1252	0.997891037	MELANOMA	Tumour	Metastatic Melanoma
RF	NK	1	0.078431373	0.145454545	51	1	NK	Immune	Metastatic Melanoma
RF	TCELL	0.97471374	0.999510763	0.986956522	2044	0.974184121	TCELL	Immune	Metastatic Melanoma
LDA	BCELL	0.992202729	0.994140625	0.993170732	512	0.99888424	BCELL	Immune	Metastatic Melanoma
LDA	CAF	0.949152542	1	0.973913043	56	0.99925761	CAF	Fibroblast	Metastatic Melanoma
LDA	ENDOTHELIAL	1	0.983870968	0.991869919	62	1	ENDOTHELIAL	Endothelial	Metastatic Melanoma
LDA	MACROPHAGE	0.975609756	1	0.987654321	120	0.999245663	MACROPHAGE	Immune	Metastatic Melanoma
LDA	MELANOMA	0.999199359	0.996805112	0.9980008	1252	0.999648506	MELANOMA	Tumour	Metastatic Melanoma
LDA	NK	0.9375	0.588235294	0.722891566	51	0.999505685	NK	Immune	Metastatic Melanoma
LDA	TCELL	0.987864078	0.995596869	0.9917154	2044	0.987822698	TCELL	Immune	Metastatic Melanoma
