gsm,altAnalyze,ascend,bigScale,cellranger,cidr,countClust,monocle,pcaReduce,phenograph,raceid,rca,sc3,scran,seurat,sincera,tscan,truth,category,x,cell,paper
GSM2244363,1,4,4,3,2,1,18,28,8,2,2,18,4,4,3,8,OPC,Brain,GSM2244363_1001000184.F11.csv,1001000184.F11,2
GSM2244364,1,2,5,8,1,5,5,8,2,4,26,26,13,6,1,11,Neoplastic,Tumour,GSM2244364_1001000184.H6.csv,1001000184.H6,5
GSM2244365,1,2,5,8,1,1,4,11,2,4,18,26,13,6,1,2,Neoplastic,Tumour,GSM2244365_1001000184.G6.csv,1001000184.G6,5
GSM2244366,1,2,5,7,1,5,5,19,2,4,18,26,10,6,1,11,Neoplastic,Tumour,GSM2244366_1001000184.F5.csv,1001000184.F5,5
GSM2244367,1,2,5,8,1,5,5,8,2,14,26,27,10,6,1,11,Neoplastic,Tumour,GSM2244367_1001000184.E1.csv,1001000184.E1,5
GSM2244368,1,2,5,8,1,5,3,11,2,4,3,26,5,13,1,2,Neoplastic,Tumour,GSM2244368_1001000184.E10.csv,1001000184.E10,5
GSM2244369,1,2,5,8,1,5,4,4,2,4,0,26,5,5,1,11,Neoplastic,Tumour,GSM2244369_1001000184.G9.csv,1001000184.G9,5
GSM2244370,1,2,4,11,2,1,18,11,8,2,38,18,4,4,3,16,OPC,Brain,GSM2244370_1001000184.C8.csv,1001000184.C8,2
GSM2244371,1,2,5,8,1,5,3,11,2,9,20,27,10,6,1,11,Neoplastic,Tumour,GSM2244371_1001000184.C2.csv,1001000184.C2,5
GSM2244372,1,2,5,8,1,5,4,8,2,4,3,26,5,5,1,11,Neoplastic,Tumour,GSM2244372_1001000184.D4.csv,1001000184.D4,5
GSM2244373,1,2,5,8,2,5,4,11,2,4,9,26,5,5,1,11,Neoplastic,Tumour,GSM2244373_1001000184.E11.csv,1001000184.E11,5
GSM2244374,1,2,5,8,1,5,4,11,2,4,0,26,5,5,1,2,Neoplastic,Tumour,GSM2244374_1001000184.F2.csv,1001000184.F2,5
GSM2244375,1,2,5,8,1,5,5,8,2,14,26,26,10,6,1,11,Neoplastic,Tumour,GSM2244375_1001000184.C7.csv,1001000184.C7,5
GSM2244376,1,2,7,7,1,5,12,19,2,19,0,28,10,6,2,11,Neoplastic,Tumour,GSM2244376_1001000184.E4.csv,1001000184.E4,5
GSM2244377,1,2,5,8,1,1,3,11,2,4,43,26,13,6,1,2,Neoplastic,Tumour,GSM2244377_1001000184.H7.csv,1001000184.H7,5
GSM2244378,1,2,4,11,2,1,18,8,8,2,9,18,4,4,3,3,OPC,Brain,GSM2244378_1001000184.F8.csv,1001000184.F8,2
GSM2244379,1,2,5,8,1,5,5,8,2,4,31,26,5,6,1,2,Neoplastic,Tumour,GSM2244379_1001000184.G2.csv,1001000184.G2,5
GSM2244380,1,2,5,8,1,1,3,11,2,9,3,26,5,6,1,11,Neoplastic,Tumour,GSM2244380_1001000184.D2.csv,1001000184.D2,5
GSM2244381,1,2,5,8,1,1,4,11,2,9,55,26,5,6,1,11,Neoplastic,Tumour,GSM2244381_1001000184.C12.csv,1001000184.C12,5
GSM2244382,1,2,5,8,1,5,5,2,2,4,3,26,1,6,1,6,Neoplastic,Tumour,GSM2244382_1001000184.E6.csv,1001000184.E6,5
GSM2244383,1,2,5,8,1,5,4,11,2,14,18,26,10,6,1,11,Neoplastic,Tumour,GSM2244383_1001000184.D11.csv,1001000184.D11,5
GSM2244384,1,4,4,3,2,1,18,28,1,2,11,17,4,4,3,8,OPC,Brain,GSM2244384_1001000184.D8.csv,1001000184.D8,2
GSM2244385,1,2,5,6,2,1,4,4,2,4,43,26,5,5,1,11,Neoplastic,Tumour,GSM2244385_1001000184.E9.csv,1001000184.E9,5
GSM2244386,1,2,5,8,1,5,4,11,2,4,18,26,13,6,1,2,Neoplastic,Tumour,GSM2244386_1001000184.G3.csv,1001000184.G3,5
GSM2244387,1,4,4,3,2,1,18,28,8,2,2,18,4,4,3,13,OPC,Brain,GSM2244387_1001000185.F9.csv,1001000185.F9,2
GSM2244388,1,2,5,7,1,5,5,8,2,9,31,26,10,6,1,11,Neoplastic,Tumour,GSM2244388_1001000185.C9.csv,1001000185.C9,5
GSM2244389,1,2,5,8,1,5,4,11,2,4,32,26,13,6,1,2,Neoplastic,Tumour,GSM2244389_1001000185.G6.csv,1001000185.G6,5
GSM2244390,1,2,5,8,1,5,3,11,2,9,3,26,5,6,1,2,Neoplastic,Tumour,GSM2244390_1001000185.G11.csv,1001000185.G11,5
GSM2244391,1,2,5,6,1,5,2,4,2,4,3,26,5,5,1,11,Neoplastic,Tumour,GSM2244391_1001000185.C7.csv,1001000185.C7,5
GSM2244392,1,2,5,6,2,5,4,4,2,4,18,26,2,5,1,5,Neoplastic,Tumour,GSM2244392_1001000185.A5.csv,1001000185.A5,5
GSM2244393,1,2,5,6,1,5,2,4,2,4,3,26,2,5,1,11,Neoplastic,Tumour,GSM2244393_1001000185.D10.csv,1001000185.D10,5
GSM2244394,1,2,5,8,2,5,4,11,2,4,0,26,5,5,1,2,Neoplastic,Tumour,GSM2244394_1001000185.D5.csv,1001000185.D5,5
GSM2244395,1,4,4,3,2,1,18,28,1,2,11,18,4,4,3,8,OPC,Brain,GSM2244395_1001000185.A11.csv,1001000185.A11,2
GSM2244396,1,2,5,8,1,1,3,11,2,4,3,26,5,13,1,11,Neoplastic,Tumour,GSM2244396_1001000185.A7.csv,1001000185.A7,5
GSM2244397,1,2,5,8,1,1,4,4,8,2,24,26,1,5,1,11,Neoplastic,Tumour,GSM2244397_1001000185.B12.csv,1001000185.B12,5
GSM2244398,1,2,5,8,1,5,3,11,2,4,3,27,13,6,1,2,Neoplastic,Tumour,GSM2244398_1001000185.E5.csv,1001000185.E5,5
GSM2244399,1,2,5,8,1,5,5,8,2,14,26,26,10,6,1,11,Neoplastic,Tumour,GSM2244399_1001000185.F12.csv,1001000185.F12,5
GSM2244400,1,2,5,8,1,5,4,11,2,4,18,26,13,5,1,11,Neoplastic,Tumour,GSM2244400_1001000185.D3.csv,1001000185.D3,5
GSM2244401,1,2,5,6,1,5,2,19,2,4,39,28,1,5,1,5,Neoplastic,Tumour,GSM2244401_1001000185.B9.csv,1001000185.B9,5
GSM2244402,1,2,7,7,1,1,12,2,2,9,3,39,1,7,2,6,Neoplastic,Tumour,GSM2244402_1001000185.E11.csv,1001000185.E11,5
GSM2244403,1,2,5,6,2,5,2,2,2,4,9,26,1,5,1,15,Neoplastic,Tumour,GSM2244403_1001000185.H5.csv,1001000185.H5,5
GSM2244404,1,2,7,7,2,5,2,2,2,1,3,28,1,5,2,5,Neoplastic,Tumour,GSM2244404_1001000185.F4.csv,1001000185.F4,5
GSM2244405,1,2,7,7,2,6,12,2,3,92,0,39,1,14,2,6,Neoplastic,Tumour,GSM2244405_1001000185.H8.csv,1001000185.H8,5
GSM2244406,1,2,5,8,1,5,5,19,2,4,3,26,1,6,1,5,Neoplastic,Tumour,GSM2244406_1001000185.C5.csv,1001000185.C5,5
GSM2244407,1,2,5,6,2,1,2,4,2,4,3,26,5,5,1,11,Neoplastic,Tumour,GSM2244407_1001000185.D2.csv,1001000185.D2,5
GSM2244408,1,2,5,8,2,5,4,4,2,4,3,26,5,5,1,11,Neoplastic,Tumour,GSM2244408_1001000185.G2.csv,1001000185.G2,5
GSM2244409,1,2,5,8,1,5,5,8,2,14,26,26,10,6,1,5,Neoplastic,Tumour,GSM2244409_1001000185.B7.csv,1001000185.B7,5
GSM2244410,1,2,5,6,2,1,4,19,2,4,0,26,1,5,1,5,Neoplastic,Tumour,GSM2244410_1001000185.A1.csv,1001000185.A1,5
GSM2244411,1,2,5,8,1,5,4,8,2,4,0,26,13,6,1,11,Neoplastic,Tumour,GSM2244411_1001000185.E3.csv,1001000185.E3,5
GSM2244412,1,4,4,7,2,1,12,2,8,2,8,39,1,4,2,6,OPC,Brain,GSM2244412_1001000185.F10.csv,1001000185.F10,2
GSM2244413,1,2,5,8,1,5,3,11,2,9,3,26,2,6,1,11,Neoplastic,Tumour,GSM2244413_1001000185.B5.csv,1001000185.B5,5
GSM2244414,1,2,5,7,1,5,2,19,2,1,3,28,2,5,1,5,Neoplastic,Tumour,GSM2244414_1001000185.E8.csv,1001000185.E8,5
GSM2244415,1,2,5,8,1,5,3,11,2,14,58,26,13,6,1,2,Neoplastic,Tumour,GSM2244415_1001000185.G8.csv,1001000185.G8,5
GSM2244416,1,2,5,8,1,5,3,11,2,4,3,26,1,6,1,5,Neoplastic,Tumour,GSM2244416_1001000185.A3.csv,1001000185.A3,5
GSM2244417,1,2,7,7,1,5,5,19,8,1,40,28,1,5,1,5,Neoplastic,Tumour,GSM2244417_1001000185.F6.csv,1001000185.F6,5
GSM2244418,1,4,4,3,5,1,18,25,1,2,11,18,1,4,3,7,OPC,Brain,GSM2244418_1001000185.C3.csv,1001000185.C3,2
GSM2244419,1,2,5,8,2,1,3,11,8,9,0,26,13,5,1,2,Neoplastic,Tumour,GSM2244419_1001000185.D9.csv,1001000185.D9,5
GSM2244420,1,2,5,7,1,5,2,19,2,1,39,28,1,5,2,5,Neoplastic,Tumour,GSM2244420_1001000185.G5.csv,1001000185.G5,5
GSM2244421,1,2,7,7,1,5,12,2,2,45,71,39,1,14,2,6,Neoplastic,Tumour,GSM2244421_1001000185.A8.csv,1001000185.A8,5
GSM2244422,1,2,5,8,1,5,4,11,2,4,18,26,5,5,1,2,Neoplastic,Tumour,GSM2244422_1001000185.D7.csv,1001000185.D7,5
GSM2244423,5,2,7,6,2,8,12,2,4,84,0,28,1,14,1,6,Neoplastic,Tumour,GSM2244423_1001000185.E1.csv,1001000185.E1,5
GSM2244424,1,2,5,8,1,1,3,8,8,9,3,27,1,6,1,11,Neoplastic,Tumour,GSM2244424_1001000185.E6.csv,1001000185.E6,5
GSM2244425,4,2,7,7,1,5,5,19,6,10,66,28,1,6,1,5,Neoplastic,Tumour,GSM2244425_1001000185.B8.csv,1001000185.B8,5
GSM2244426,1,2,5,7,1,4,5,8,2,9,67,27,2,6,1,11,Neoplastic,Tumour,GSM2244426_1001000185.D11.csv,1001000185.D11,5
GSM2244427,1,4,4,3,2,1,18,28,1,2,16,18,4,4,3,8,OPC,Brain,GSM2244427_1001000185.C8.csv,1001000185.C8,2
GSM2244428,1,2,5,8,2,5,4,11,2,4,43,26,5,5,1,2,Neoplastic,Tumour,GSM2244428_1001000185.A4.csv,1001000185.A4,5
GSM2244429,1,2,7,7,1,5,5,19,2,1,3,28,1,6,1,5,Neoplastic,Tumour,GSM2244429_1001000185.G7.csv,1001000185.G7,5
GSM2244430,1,2,7,7,1,5,12,2,2,4,0,28,1,6,2,6,Neoplastic,Tumour,GSM2244430_1001000185.F8.csv,1001000185.F8,5
GSM2244431,1,2,5,8,1,5,5,8,2,4,19,26,5,6,1,11,Neoplastic,Tumour,GSM2244431_1001000185.C1.csv,1001000185.C1,5
GSM2244432,1,2,7,7,1,1,5,19,8,9,19,28,1,6,1,11,Neoplastic,Tumour,GSM2244432_1001000185.H11.csv,1001000185.H11,5
GSM2244433,1,2,7,7,2,5,12,2,2,4,3,28,1,5,2,6,Neoplastic,Tumour,GSM2244433_1001000185.D6.csv,1001000185.D6,5
GSM2244434,1,4,4,11,2,1,18,28,1,2,65,18,4,4,3,8,OPC,Brain,GSM2244434_1001000185.H2.csv,1001000185.H2,2
GSM2244435,1,2,5,8,1,5,3,11,2,4,18,26,10,6,1,2,Neoplastic,Tumour,GSM2244435_1001000185.G12.csv,1001000185.G12,5
GSM2244436,1,2,5,6,2,5,4,4,2,4,31,26,5,5,1,11,Neoplastic,Tumour,GSM2244436_1001000185.A12.csv,1001000185.A12,5
GSM2244437,1,2,5,7,1,5,2,19,2,2,31,28,2,6,1,5,Neoplastic,Tumour,GSM2244437_1001000185.E10.csv,1001000185.E10,5
GSM2244438,1,2,5,8,1,1,3,8,2,1,31,26,1,5,1,5,Neoplastic,Tumour,GSM2244438_1001000185.H1.csv,1001000185.H1,5
GSM2244439,1,2,5,8,1,5,5,8,2,4,3,26,10,6,1,11,Neoplastic,Tumour,GSM2244439_1001000185.B6.csv,1001000185.B6,5
GSM2244440,1,2,5,8,1,5,4,11,2,9,31,26,5,6,1,2,Neoplastic,Tumour,GSM2244440_1001000185.E4.csv,1001000185.E4,5
GSM2244441,1,2,5,8,1,5,3,8,2,9,3,27,1,6,1,5,Neoplastic,Tumour,GSM2244441_1001000185.F11.csv,1001000185.F11,5
GSM2244442,1,2,5,8,1,5,5,8,2,4,44,26,2,6,1,5,Neoplastic,Tumour,GSM2244442_1001000185.B1.csv,1001000185.B1,5
GSM2244443,1,4,4,3,2,1,18,28,1,2,2,18,4,4,3,10,OPC,Brain,GSM2244443_1001000185.A6.csv,1001000185.A6,2
GSM2244444,1,2,5,8,1,5,4,11,2,4,18,26,13,6,1,11,Neoplastic,Tumour,GSM2244444_1001000185.F1.csv,1001000185.F1,5
GSM2244445,1,4,4,3,5,1,18,2,1,2,8,17,1,4,3,6,OPC,Brain,GSM2244445_1001000185.G1.csv,1001000185.G1,2
GSM2244446,1,2,5,8,1,5,4,11,2,4,18,26,13,6,1,11,Neoplastic,Tumour,GSM2244446_1001000185.F3.csv,1001000185.F3,5
GSM2244447,1,2,5,6,2,5,4,4,2,4,11,26,5,5,1,11,Neoplastic,Tumour,GSM2244447_1001000185.B11.csv,1001000185.B11,5
GSM2244448,1,2,5,8,1,5,3,8,2,4,26,26,1,6,1,5,Neoplastic,Tumour,GSM2244448_1001000185.C4.csv,1001000185.C4,5
GSM2244449,1,2,5,8,1,5,5,8,2,4,3,26,10,6,1,11,Neoplastic,Tumour,GSM2244449_1001000185.A9.csv,1001000185.A9,5
GSM2244450,1,2,5,8,2,5,4,11,2,4,18,26,5,5,1,2,Neoplastic,Tumour,GSM2244450_1001000185.E2.csv,1001000185.E2,5
GSM2244451,4,2,5,8,1,5,3,8,2,14,88,26,10,6,1,5,Neoplastic,Tumour,GSM2244451_1001000185.B4.csv,1001000185.B4,5
GSM2244452,4,2,7,7,1,5,5,19,8,32,32,28,10,6,1,2,Neoplastic,Tumour,GSM2244452_1001000185.D1.csv,1001000185.D1,5
GSM2244453,1,4,4,3,5,1,18,28,1,2,8,18,4,4,3,10,OPC,Brain,GSM2244453_1001000185.H9.csv,1001000185.H9,2
GSM2244454,1,2,5,6,2,5,4,4,2,4,3,26,5,5,1,11,Neoplastic,Tumour,GSM2244454_1001000185.E9.csv,1001000185.E9,5
GSM2244455,1,2,7,6,2,1,12,2,8,4,2,28,1,5,2,6,Neoplastic,Tumour,GSM2244455_1001000185.F5.csv,1001000185.F5,5
GSM2244456,1,2,5,8,1,1,3,11,2,9,32,26,13,6,1,2,Neoplastic,Tumour,GSM2244456_1001000185.C6.csv,1001000185.C6,5
GSM2244457,1,4,4,3,5,7,12,2,1,2,79,17,1,4,2,6,OPC,Brain,GSM2244457_1001000185.G4.csv,1001000185.G4,2
GSM2244458,1,2,5,8,1,5,4,11,2,4,18,26,10,6,1,11,Neoplastic,Tumour,GSM2244458_1001000185.G3.csv,1001000185.G3,5
GSM2244459,1,2,7,7,1,5,5,19,8,24,3,28,1,6,1,5,Neoplastic,Tumour,GSM2244459_1001000185.C2.csv,1001000185.C2,5
GSM2244460,1,2,5,8,1,5,5,8,2,9,3,27,2,6,1,5,Neoplastic,Tumour,GSM2244460_1001000185.A2.csv,1001000185.A2,5
GSM2244461,1,2,7,7,1,5,2,2,8,1,3,28,1,6,2,5,Neoplastic,Tumour,GSM2244461_1001000185.B2.csv,1001000185.B2,5
GSM2244462,1,2,5,6,2,5,4,4,2,4,9,26,5,5,1,11,Neoplastic,Tumour,GSM2244462_1001000185.H7.csv,1001000185.H7,5
GSM2244463,1,2,5,8,2,5,4,11,2,4,3,26,5,5,1,2,Neoplastic,Tumour,GSM2244463_1001000185.E7.csv,1001000185.E7,5
GSM2244464,1,2,5,8,1,5,3,11,2,4,32,26,5,6,1,2,Neoplastic,Tumour,GSM2244464_1001000185.D12.csv,1001000185.D12,5
GSM2244465,1,2,5,8,2,1,4,11,8,4,0,26,5,5,1,2,Neoplastic,Tumour,GSM2244465_1001000185.H4.csv,1001000185.H4,5
GSM2244466,1,2,5,8,1,5,4,11,2,4,55,26,5,5,1,11,Neoplastic,Tumour,GSM2244466_1001000185.F7.csv,1001000185.F7,5
GSM2244467,1,4,5,3,2,1,18,25,1,2,8,39,1,16,3,10,Neuron,Brain,GSM2244467_1001000186.D2.csv,1001000186.D2,6
GSM2244468,1,4,4,3,5,1,18,28,1,2,8,18,4,4,3,10,OPC,Brain,GSM2244468_1001000186.E12.csv,1001000186.E12,2
GSM2244469,1,4,4,3,5,1,18,28,1,2,37,18,4,4,3,10,OPC,Brain,GSM2244469_1001000186.B6.csv,1001000186.B6,2
GSM2244470,1,4,4,3,5,7,18,28,1,2,37,18,4,4,3,10,OPC,Brain,GSM2244470_1001000186.E4.csv,1001000186.E4,2
GSM2244471,1,4,4,3,5,1,18,28,1,2,11,17,4,4,3,10,OPC,Brain,GSM2244471_1001000186.B10.csv,1001000186.B10,2
GSM2244472,1,6,5,6,2,6,23,7,7,12,6,37,14,12,2,3,Astocyte,Brain,GSM2244472_1001000186.B4.csv,1001000186.B4,4
GSM2244473,1,4,4,3,5,1,18,28,1,2,8,17,4,4,3,10,OPC,Brain,GSM2244473_1001000186.C8.csv,1001000186.C8,2
GSM2244474,1,4,4,3,5,1,18,28,1,2,2,17,4,4,3,10,OPC,Brain,GSM2244474_1001000186.F6.csv,1001000186.F6,2
GSM2244475,1,4,4,3,5,1,18,25,1,2,2,17,4,4,3,10,OPC,Brain,GSM2244475_1001000186.A2.csv,1001000186.A2,2
GSM2244476,1,4,4,3,5,1,18,25,1,2,11,17,4,4,3,10,OPC,Brain,GSM2244476_1001000186.E10.csv,1001000186.E10,2
GSM2244477,1,4,4,3,5,1,18,28,1,2,11,17,4,4,3,10,OPC,Brain,GSM2244477_1001000186.G12.csv,1001000186.G12,2
GSM2244478,1,4,4,3,5,7,18,28,1,2,9,17,4,4,3,10,OPC,Brain,GSM2244478_1001000186.H4.csv,1001000186.H4,2
GSM2244479,1,4,4,3,5,1,18,28,1,2,65,17,4,4,3,10,OPC,Brain,GSM2244479_1001000186.E1.csv,1001000186.E1,2
GSM2244480,4,1,1,2,3,3,21,23,9,6,28,9,6,1,4,9,Immune cell,Immune,GSM2244480_1001000186.G4.csv,1001000186.G4,7
GSM2244481,1,4,4,3,5,7,18,28,1,2,79,17,4,4,3,10,OPC,Brain,GSM2244481_1001000186.D8.csv,1001000186.D8,2
GSM2244482,1,4,4,3,5,1,18,28,1,2,38,18,4,4,3,10,OPC,Brain,GSM2244482_1001000186.H7.csv,1001000186.H7,2
GSM2244483,1,4,4,3,5,1,18,28,1,2,8,18,4,4,3,10,OPC,Brain,GSM2244483_1001000186.G1.csv,1001000186.G1,2
GSM2244484,1,4,4,3,5,1,18,28,1,2,51,17,4,4,3,10,OPC,Brain,GSM2244484_1001000186.D6.csv,1001000186.D6,2
GSM2244485,1,4,5,3,2,1,18,25,8,2,8,39,1,16,3,10,Neuron,Brain,GSM2244485_1001000186.E7.csv,1001000186.E7,6
GSM2244486,1,4,4,3,5,1,18,25,1,2,9,17,4,4,3,10,OPC,Brain,GSM2244486_1001000186.C4.csv,1001000186.C4,2
GSM2244487,1,4,4,3,5,1,18,28,1,2,65,17,4,4,3,10,OPC,Brain,GSM2244487_1001000186.F7.csv,1001000186.F7,2
GSM2244488,1,4,4,3,5,7,18,25,1,2,46,17,4,4,3,10,OPC,Brain,GSM2244488_1001000186.H3.csv,1001000186.H3,2
GSM2244489,1,4,5,3,2,6,18,25,1,2,8,39,1,16,3,10,Neuron,Brain,GSM2244489_1001000186.F1.csv,1001000186.F1,6
GSM2244490,1,4,5,3,2,1,18,9,8,2,16,39,1,16,3,10,Neuron,Brain,GSM2244490_1001000186.E11.csv,1001000186.E11,6
GSM2244491,1,7,6,6,2,8,7,27,10,13,16,36,15,11,2,13,Oligodendrocyte,Brain,GSM2244491_1001000186.D4.csv,1001000186.D4,3
GSM2244492,1,4,4,3,5,7,18,28,1,2,8,17,4,4,3,10,OPC,Brain,GSM2244492_1001000186.B7.csv,1001000186.B7,2
GSM2244493,1,4,4,3,5,1,18,28,1,2,38,18,4,4,3,10,OPC,Brain,GSM2244493_1001000186.D12.csv,1001000186.D12,2
GSM2244494,1,4,4,3,5,1,18,25,1,2,72,18,1,4,3,7,OPC,Brain,GSM2244494_1001000186.C1.csv,1001000186.C1,2
GSM2244495,1,4,4,3,5,1,18,28,1,2,37,17,4,4,3,10,OPC,Brain,GSM2244495_1001000186.H5.csv,1001000186.H5,2
GSM2244496,3,1,1,2,3,3,11,12,9,5,1,9,1,1,4,1,Immune cell,Immune,GSM2244496_1001000186.A9.csv,1001000186.A9,7
GSM2244497,4,1,1,2,3,3,21,23,9,5,4,9,6,1,4,1,Immune cell,Immune,GSM2244497_1001000186.F9.csv,1001000186.F9,7
GSM2244498,4,1,1,2,3,3,11,23,9,5,28,9,6,1,4,1,Immune cell,Immune,GSM2244498_1001000186.F11.csv,1001000186.F11,7
GSM2244499,1,4,4,3,5,1,18,28,1,2,2,18,4,4,3,10,OPC,Brain,GSM2244499_1001000186.E6.csv,1001000186.E6,2
GSM2244500,1,4,4,3,5,1,18,28,1,2,46,17,4,4,3,10,OPC,Brain,GSM2244500_1001000186.C7.csv,1001000186.C7,2
GSM2244501,1,4,5,3,2,1,18,9,8,2,16,39,2,16,3,8,Neuron,Brain,GSM2244501_1001000186.F5.csv,1001000186.F5,6
GSM2244502,1,4,4,3,5,1,18,28,1,2,16,18,4,4,3,10,OPC,Brain,GSM2244502_1001000186.C10.csv,1001000186.C10,2
GSM2244503,1,4,4,3,5,1,18,28,1,2,11,18,4,4,3,10,OPC,Brain,GSM2244503_1001000186.C6.csv,1001000186.C6,2
GSM2244504,1,4,4,3,5,1,18,28,1,2,11,18,4,4,3,10,OPC,Brain,GSM2244504_1001000186.H2.csv,1001000186.H2,2
GSM2244505,1,1,1,2,3,3,21,23,9,5,4,9,6,1,4,1,Immune cell,Immune,GSM2244505_1001000186.D9.csv,1001000186.D9,7
GSM2244506,1,1,3,2,3,3,13,20,9,2,0,13,3,1,4,9,Immune cell,Immune,GSM2244506_1001000186.D1.csv,1001000186.D1,7
GSM2244507,1,4,4,3,5,1,18,25,1,2,9,18,4,4,3,10,OPC,Brain,GSM2244507_1001000186.G9.csv,1001000186.G9,2
GSM2244508,1,4,4,3,5,7,18,28,1,2,9,17,4,4,3,10,OPC,Brain,GSM2244508_1001000186.A6.csv,1001000186.A6,2
GSM2244509,1,4,4,3,5,1,18,28,1,2,8,18,4,4,3,10,OPC,Brain,GSM2244509_1001000186.B2.csv,1001000186.B2,2
GSM2244510,1,4,4,3,5,7,18,28,1,2,9,17,4,4,3,10,OPC,Brain,GSM2244510_1001000186.A10.csv,1001000186.A10,2
GSM2244511,1,6,5,6,2,6,23,7,7,12,6,37,14,12,2,3,Astocyte,Brain,GSM2244511_1001000186.E9.csv,1001000186.E9,4
GSM2244512,1,1,3,2,3,2,21,5,9,5,1,9,6,1,4,9,Immune cell,Immune,GSM2244512_1001000186.D7.csv,1001000186.D7,7
GSM2244513,1,4,4,3,5,1,18,28,1,2,16,18,4,4,3,10,OPC,Brain,GSM2244513_1001000186.G10.csv,1001000186.G10,2
GSM2244514,1,6,5,6,2,6,23,30,7,12,6,37,14,12,2,3,Astocyte,Brain,GSM2244514_1001000186.H6.csv,1001000186.H6,4
GSM2244515,1,4,4,3,5,1,18,25,1,2,9,17,4,4,3,10,OPC,Brain,GSM2244515_1001000186.D11.csv,1001000186.D11,2
GSM2244516,1,4,4,3,5,1,18,28,1,2,16,18,4,4,3,10,OPC,Brain,GSM2244516_1001000186.C12.csv,1001000186.C12,2
GSM2244517,1,4,5,3,2,1,18,9,8,2,8,39,2,16,3,8,Neuron,Brain,GSM2244517_1001000186.D5.csv,1001000186.D5,6
GSM2244518,1,4,4,3,5,7,18,28,1,2,2,17,1,4,3,10,OPC,Brain,GSM2244518_1001000186.G8.csv,1001000186.G8,2
GSM2244519,1,4,4,3,5,1,18,25,1,2,65,18,4,4,3,10,OPC,Brain,GSM2244519_1001000186.A12.csv,1001000186.A12,2
GSM2244520,1,4,4,3,2,1,18,28,1,2,27,17,4,4,3,8,OPC,Brain,GSM2244520_1001000186.E8.csv,1001000186.E8,2
GSM2244521,1,4,4,3,5,1,18,28,1,2,2,17,4,4,3,10,OPC,Brain,GSM2244521_1001000186.H9.csv,1001000186.H9,2
GSM2244522,1,4,4,3,5,7,18,2,1,2,2,17,1,4,3,6,OPC,Brain,GSM2244522_1001000186.E5.csv,1001000186.E5,2
GSM2244523,1,4,4,3,5,1,18,28,1,2,9,17,4,4,3,8,OPC,Brain,GSM2244523_1001000186.B11.csv,1001000186.B11,2
GSM2244524,1,4,4,3,5,7,18,28,1,2,51,17,4,4,3,10,OPC,Brain,GSM2244524_1001000186.G5.csv,1001000186.G5,2
GSM2244525,1,2,4,3,2,7,22,2,1,2,3,18,2,4,3,7,OPC,Brain,GSM2244525_1001000186.F10.csv,1001000186.F10,2
GSM2244526,3,1,1,2,3,3,11,23,9,5,35,9,6,1,4,9,Immune cell,Immune,GSM2244526_1001000186.C9.csv,1001000186.C9,7
GSM2244527,1,4,5,3,2,1,18,9,8,2,27,39,2,16,3,10,Neuron,Brain,GSM2244527_1001000186.D3.csv,1001000186.D3,6
GSM2244528,1,4,4,3,5,1,18,28,1,2,11,17,4,4,3,10,OPC,Brain,GSM2244528_1001000187.F1.csv,1001000187.F1,2
GSM2244529,1,4,4,3,5,1,18,28,1,2,2,18,4,4,3,10,OPC,Brain,GSM2244529_1001000187.A3.csv,1001000187.A3,2
GSM2244530,1,4,4,3,5,1,18,28,1,2,11,17,4,4,3,8,OPC,Brain,GSM2244530_1001000187.A8.csv,1001000187.A8,2
GSM2244531,1,4,4,3,5,1,18,28,1,2,9,17,4,4,3,8,OPC,Brain,GSM2244531_1001000187.A11.csv,1001000187.A11,2
GSM2244532,1,4,4,3,5,1,18,28,1,2,37,18,4,4,3,10,OPC,Brain,GSM2244532_1001000187.H6.csv,1001000187.H6,2
GSM2244533,3,1,1,2,3,3,11,23,9,5,13,9,6,1,4,9,Immune cell,Immune,GSM2244533_1001000187.G6.csv,1001000187.G6,7
GSM2244534,1,4,4,3,5,1,18,28,1,2,16,18,4,4,3,8,OPC,Brain,GSM2244534_1001000187.F7.csv,1001000187.F7,2
GSM2244535,1,4,4,3,5,1,18,28,1,2,2,18,4,4,3,8,OPC,Brain,GSM2244535_1001000187.B9.csv,1001000187.B9,2
GSM2244536,4,1,1,2,3,2,21,23,9,6,0,9,8,1,4,9,Immune cell,Immune,GSM2244536_1001000187.D1.csv,1001000187.D1,7
GSM2244537,1,4,4,3,5,1,18,28,1,2,37,17,4,4,3,8,OPC,Brain,GSM2244537_1001000187.B6.csv,1001000187.B6,2
GSM2244538,1,4,4,3,5,7,18,28,1,2,11,17,4,4,3,10,OPC,Brain,GSM2244538_1001000187.G4.csv,1001000187.G4,2
GSM2244539,4,1,3,2,3,3,11,20,5,6,14,13,3,1,4,9,Immune cell,Immune,GSM2244539_1001000187.C8.csv,1001000187.C8,7
GSM2244540,1,4,4,3,5,1,18,28,1,2,41,17,4,4,3,10,OPC,Brain,GSM2244540_1001000187.D11.csv,1001000187.D11,2
GSM2244541,1,4,4,3,5,1,18,28,1,2,9,17,4,4,3,10,OPC,Brain,GSM2244541_1001000187.C1.csv,1001000187.C1,2
GSM2244542,1,4,4,3,5,1,18,28,1,2,11,18,4,4,3,10,OPC,Brain,GSM2244542_1001000187.B12.csv,1001000187.B12,2
