cell,altA54lyze,ascend,bigScale,cellranger,cidr,countClust,monocle,pcaReduce,phenograph,raceid,rca,sc3,scran,seurat,sincera,tscan,truth,category
cy60_1_cd_45_pos_4_E09_S57_comb,280,1,1,1,4,2,11,24,8,2,3,29,1,2,3,4,T.CD4,Immune
cy60_1_cd_45_pos_4_E10_S58_comb,279,1,2,3,5,1,23,2,6,7,4,5,1,3,3,10,B cell,Immune
cy60_1_cd_45_pos_4_G02_S74_comb,279,1,2,3,5,1,22,27,6,7,4,6,1,3,3,4,B cell,Immune
cy60_1_cd_45_pos_4_G03_S75_comb,280,1,1,1,4,2,10,24,8,8,1,23,1,1,3,10,T.CD8,Immune
cy60_1_cd_45_pos_4_G04_S76_comb,278,1,2,9,5,1,45,27,10,6,4,54,1,3,3,4,B cell,Immune
cy60_1_cd_45_pos_4_G06_S78_comb,280,1,1,4,5,1,17,9,8,2,3,52,1,2,3,4,T.CD4,Immune
cy60_1_cd_45_pos_4_G07_S79_comb,279,1,1,1,5,1,12,18,6,8,2,48,1,2,3,4,T.CD4,Immune
cy60_1_cd_45_pos_4_G08_S80_comb,279,1,3,11,4,2,27,15,5,2,1,54,1,11,5,10,T.CD8,Immune
cy60_1_cd_45_pos_4_G09_S81_comb,279,1,2,3,5,1,22,27,6,7,4,6,1,3,3,4,B cell,Immune
cy60_1_cd_45_pos_4_G10_S82_comb,281,1,3,11,4,2,27,15,7,8,1,54,1,11,5,10,T.CD8,Immune
cy60_1_cd_45_pos_4_G11_S83_comb,280,1,2,3,5,1,22,27,8,7,4,5,1,3,3,4,B cell,Immune
cy60_1_cd_45_pos_4_G12_S84_comb,280,1,1,4,5,1,10,18,8,8,16,52,1,2,3,4,T.CD4,Immune
cy60_1_cd_45_pos_4_H01_S85_comb,278,1,2,3,5,1,23,27,10,7,4,3,1,3,3,4,B cell,Immune
cy60_1_cd_45_pos_4_H02_S86_comb,280,1,1,1,4,2,11,9,8,8,3,30,1,2,3,4,T.CD4,Immune
cy60_1_cd_45_pos_4_H03_S87_comb,279,1,1,4,5,1,10,18,6,2,3,52,1,4,3,4,T cell,Immune
cy60_1_cd_45_pos_4_H06_S90_comb,278,1,2,3,5,1,23,2,10,7,4,5,1,3,3,10,B cell,Immune
cy60_1_cd_45_pos_4_H07_S91_comb,280,1,1,1,4,2,16,24,8,2,1,33,1,1,3,4,T.CD8,Immune
cy60_1_cd_45_pos_4_H08_S92_comb,279,1,3,3,5,1,23,7,6,7,4,54,1,3,3,20,B cell,Immune
cy60_1_cd_45_pos_4_H09_S93_comb,279,1,1,1,4,1,11,18,8,2,3,54,1,2,3,4,T.CD4,Immune
cy60_1_cd_45_pos_4_H12_S96_comb,181,1,2,3,5,1,23,27,16,2,4,54,1,3,3,4,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_A02_S962_comb,282,1,2,3,5,1,22,27,9,13,4,6,1,3,3,2,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_A04_S964_comb,282,1,2,3,5,1,22,27,9,13,4,3,1,3,3,4,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_A05_S965_comb,282,1,2,3,5,1,22,27,9,13,4,6,1,3,3,4,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_A08_S968_comb,282,1,2,3,5,1,22,2,9,13,4,54,1,3,3,10,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_A09_S969_comb,282,1,2,9,5,1,23,27,9,6,4,6,1,3,3,4,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_A10_S970_comb,282,1,2,3,5,1,22,27,9,13,4,6,1,3,3,4,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_A12_S972_comb,282,1,2,3,5,1,22,27,9,13,4,6,1,3,3,4,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B01_S973_comb,282,1,2,3,5,1,23,27,9,13,4,15,1,3,5,4,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B02_S974_comb,282,1,2,3,5,1,22,27,9,13,4,6,1,3,3,2,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B03_S975_comb,282,1,2,3,5,1,22,27,9,13,4,4,1,3,3,4,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B04_S976_comb,281,2,2,3,1,1,36,27,7,10,29,54,1,3,2,4,T cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B05_S977_comb,282,1,2,3,5,1,22,27,9,13,4,54,1,3,3,4,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B06_S978_comb,282,1,2,3,5,1,22,27,9,13,4,54,1,3,3,4,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B07_S979_comb,282,1,2,3,5,1,22,27,9,13,4,6,1,3,3,4,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B10_S982_comb,282,1,2,3,5,1,22,27,9,13,4,54,1,3,3,2,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B11_S983_comb,282,1,2,3,5,1,22,27,9,13,4,6,1,3,3,4,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B12_S984_comb,281,1,2,3,5,1,22,9,7,5,0,6,1,3,3,2,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_C01_S985_comb,282,1,2,3,5,1,22,27,9,13,4,6,1,3,3,4,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_C03_S987_comb,282,2,2,3,1,2,36,9,2,15,29,15,1,3,2,4,T cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_C04_S988_comb,281,1,2,3,5,1,22,27,7,13,4,6,1,3,3,4,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_C05_S989_comb,282,1,2,3,5,1,22,27,9,13,4,6,1,3,3,4,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_C06_S990_comb,282,1,2,3,5,1,22,27,9,13,4,54,1,3,3,2,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_C07_S991_comb,282,1,2,3,5,1,22,27,9,13,4,6,1,3,3,4,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_C09_S993_comb,282,1,2,3,5,1,22,27,9,13,4,6,1,3,3,2,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_C10_S994_comb,282,1,1,1,4,2,16,9,9,9,1,33,1,1,3,2,T.CD8,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_C11_S995_comb,282,1,2,3,5,1,22,27,9,13,4,54,1,3,3,2,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_C12_S996_comb,282,1,2,3,5,1,22,27,9,13,4,6,1,3,3,2,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_D01_S997_comb,282,1,1,1,4,2,16,24,9,9,1,33,1,1,3,4,T.CD8,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_D02_S998_comb,282,1,2,3,5,1,22,27,9,13,4,6,1,3,3,4,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_D05_S1001_comb,282,1,2,3,5,1,22,27,9,13,4,54,1,3,3,4,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_D06_S1002_comb,282,1,2,3,5,1,22,27,9,13,4,54,1,3,3,2,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_D07_S1003_comb,282,1,1,1,4,2,11,24,9,9,3,54,1,2,3,4,T.CD4,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_D10_S1006_comb,282,1,2,3,5,1,23,27,9,13,4,54,1,3,3,4,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_D12_S1008_comb,282,1,1,1,4,2,16,24,9,9,1,33,1,1,3,10,T.CD8,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_E02_S1010_comb,282,1,2,3,5,1,22,27,9,13,4,54,1,3,3,4,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_E03_S1011_comb,281,1,2,3,5,1,22,27,7,13,4,6,1,3,3,4,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_E04_S1012_comb,282,1,2,3,5,1,22,27,9,13,4,54,1,3,3,4,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_E05_S1013_comb,281,1,2,9,5,1,46,16,2,6,4,21,1,3,3,7,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_E07_S1015_comb,282,1,1,1,4,2,16,24,9,9,1,33,1,1,3,10,T cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_E08_S1016_comb,282,1,2,3,5,1,22,27,9,13,4,6,1,3,3,4,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_E10_S1018_comb,282,1,3,11,4,2,27,7,9,13,1,28,1,11,5,20,T.CD8,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_E11_S1019_comb,282,1,2,3,5,1,22,27,9,13,4,6,1,3,3,4,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_F02_S1022_comb,282,1,2,3,5,1,22,27,9,13,4,6,1,3,3,2,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_F03_S1023_comb,282,1,2,3,5,1,22,27,9,13,8,4,1,3,3,2,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_F04_S1024_comb,282,1,2,3,5,1,22,27,9,13,4,54,1,3,3,10,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_F05_S1025_comb,282,1,2,3,5,1,22,27,9,13,0,6,1,3,3,4,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_F07_S1027_comb,281,1,2,3,5,1,22,27,7,7,4,54,1,3,3,4,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_F08_S1028_comb,282,2,4,10,3,7,44,27,15,5,7,8,1,7,2,15,Macrophage,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_F09_S1029_comb,282,1,3,11,2,8,23,7,9,13,4,5,1,3,5,12,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_F10_S1030_comb,282,1,1,1,4,2,16,24,9,9,1,33,1,1,3,4,T.CD8,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_G02_S1034_comb,282,2,4,10,3,7,44,27,9,13,7,8,1,7,2,13,Macrophage,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_G04_S1036_comb,282,1,2,3,5,1,22,27,9,13,4,3,1,3,3,4,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_G05_S1037_comb,284,1,2,3,2,2,22,28,4,13,4,6,1,3,5,12,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_G07_S1039_comb,282,1,2,3,5,1,22,27,9,13,4,6,1,3,3,4,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_G08_S1040_comb,282,1,2,3,5,1,22,27,9,13,4,6,1,3,3,4,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_G12_S1044_comb,282,2,2,3,1,5,36,9,9,10,44,15,1,3,2,5,T cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H01_S1045_comb,282,1,1,1,4,1,17,9,9,13,3,42,1,5,3,4,T.CD8,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H02_S1046_comb,282,1,2,3,5,1,22,27,9,13,4,6,1,3,3,2,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H03_S1047_comb,282,1,2,3,5,1,22,27,9,13,8,6,1,3,3,4,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H05_S1049_comb,251,1,2,9,5,1,46,27,1,7,8,3,1,3,3,4,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H06_S1050_comb,282,1,2,3,5,1,22,27,9,13,4,6,1,3,3,4,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H07_S1051_comb,281,1,2,3,5,1,22,27,7,13,4,6,1,3,3,10,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H09_S1053_comb,282,1,2,3,5,1,22,27,9,7,4,54,1,3,3,4,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H10_S1054_comb,281,1,2,3,5,1,22,27,7,5,4,6,1,3,3,10,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H11_S1055_comb,281,1,2,9,5,1,23,27,7,7,4,6,1,3,3,4,B cell,Immune
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H12_S1056_comb,282,1,3,11,4,2,27,24,9,9,1,26,1,11,5,20,T.CD8,Immune
Cy71_CD45_A03_S483_comb,282,3,8,2,1,4,8,13,2,14,30,15,1,9,1,12,Mal,Tumour
Cy71_CD45_A04_S484_comb,282,3,8,2,1,3,8,17,2,3,12,15,1,9,1,12,Mal,Tumour
Cy71_CD45_A06_S486_comb,282,3,8,2,1,4,8,13,2,4,30,54,1,8,1,12,Mal,Tumour
Cy71_CD45_A07_S487_comb,282,3,8,2,1,3,8,17,2,1,17,15,1,9,1,12,Mal,Tumour
Cy71_CD45_A09_S489_comb,282,2,4,10,3,7,44,20,9,5,7,8,1,7,2,13,Macrophage,Immune
Cy71_CD45_A10_S490_comb,282,3,8,2,1,3,8,11,2,4,5,15,1,9,1,10,Mal,Tumour
Cy71_CD45_B01_S493_comb,282,3,8,2,1,3,8,11,2,1,49,15,1,9,1,12,Mal,Tumour
Cy71_CD45_B03_S495_comb,282,3,8,2,1,3,8,13,2,1,0,15,1,9,1,12,Mal,Tumour
Cy71_CD45_B04_S496_comb,282,3,8,2,1,3,8,28,2,14,12,15,1,9,1,12,Mal,Tumour
Cy71_CD45_B05_S497_comb,282,3,8,2,2,3,8,11,2,3,0,15,1,9,1,5,Mal,Tumour
Cy71_CD45_B06_S498_comb,282,3,8,2,1,3,8,11,2,3,5,15,1,9,1,12,Mal,Tumour
Cy71_CD45_B07_S499_comb,282,1,1,1,4,2,16,9,9,9,1,33,1,1,3,2,T.CD8,Immune
Cy71_CD45_B08_S500_comb,285,1,1,9,5,1,10,18,9,9,1,48,1,4,3,4,T cell,Immune
Cy71_CD45_B09_S501_comb,282,3,8,2,1,3,8,17,2,14,57,15,1,9,1,12,Mal,Tumour
Cy71_CD45_B10_S502_comb,282,3,8,2,1,3,8,28,2,1,0,54,1,9,1,12,Mal,Tumour
Cy71_CD45_B11_S503_comb,282,3,8,2,2,4,8,13,2,3,5,15,1,9,1,12,Mal,Tumour
Cy71_CD45_B12_S504_comb,282,3,8,2,1,3,8,9,2,1,0,54,1,9,1,2,Mal,Tumour
Cy71_CD45_C01_S505_comb,282,3,8,7,1,4,17,18,2,4,0,48,1,8,4,12,T.CD4,Immune
Cy71_CD45_C02_S506_comb,282,3,8,2,2,4,8,13,2,1,0,15,1,9,1,12,Mal,Tumour
Cy71_CD45_C03_S507_comb,282,3,8,13,2,4,8,13,2,3,30,54,1,8,1,3,Mal,Tumour
Cy71_CD45_C04_S508_comb,282,3,8,2,2,4,8,13,2,4,30,15,1,9,1,12,Mal,Tumour
Cy71_CD45_C06_S510_comb,282,1,1,1,4,2,16,24,9,9,1,33,1,1,3,10,T.CD8,Immune
Cy71_CD45_C07_S511_comb,282,3,8,2,1,4,8,13,2,1,59,15,1,9,1,12,Mal,Tumour
Cy71_CD45_C08_S512_comb,282,1,1,9,5,1,10,9,9,9,1,44,1,4,3,4,T.CD8,Immune
Cy71_CD45_C09_S513_comb,282,3,8,2,1,4,8,13,2,4,0,15,1,9,1,12,Mal,Tumour
Cy71_CD45_C10_S514_comb,282,3,8,2,2,4,8,13,2,4,30,15,1,8,1,12,Mal,Tumour
Cy71_CD45_C12_S516_comb,282,3,8,2,2,8,8,13,2,3,32,15,1,8,1,12,Mal,Tumour
Cy71_CD45_D01_S517_comb,282,3,8,2,1,4,8,28,2,1,48,54,1,9,1,12,Mal,Tumour
Cy71_CD45_D02_S518_comb,282,2,4,10,3,7,44,9,9,5,7,8,1,7,2,5,Macrophage,Immune
Cy71_CD45_D03_S519_comb,282,1,1,9,4,1,10,18,9,9,1,42,1,5,3,4,T.CD8,Immune
Cy71_CD45_D04_S520_comb,279,1,1,9,1,3,14,18,5,2,5,39,1,8,3,10,Mal,Tumour
Cy71_CD45_D05_S521_comb,282,1,1,1,4,1,16,9,9,9,1,33,1,1,3,2,T.CD8,Immune
Cy71_CD45_D06_S522_comb,282,3,8,2,1,4,8,13,2,3,20,54,1,9,1,12,Mal,Tumour
Cy71_CD45_D07_S523_comb,282,1,3,11,4,2,27,24,9,9,1,28,1,11,5,10,T.CD8,Immune
Cy71_CD45_D08_S524_comb,282,3,8,2,1,4,8,28,2,14,0,54,1,9,1,12,Mal,Tumour
Cy71_CD45_D09_S525_comb,282,3,8,2,1,3,8,28,2,1,0,15,1,9,1,12,Mal,Tumour
Cy71_CD45_D10_S526_comb,282,1,1,1,4,2,15,24,9,9,1,38,1,1,3,4,T.CD8,Immune
Cy71_CD45_D11_S527_comb,282,3,8,2,1,4,8,13,2,3,5,15,1,9,1,12,Mal,Tumour
Cy71_CD45_D12_S528_comb,282,1,1,1,4,1,10,18,9,9,1,42,1,5,3,4,T.CD8,Immune
Cy71_CD45_E01_S529_comb,282,1,1,4,4,2,11,9,9,9,1,54,1,5,3,10,T.CD8,Immune
Cy71_CD45_E02_S530_comb,281,3,8,2,1,3,8,11,2,1,0,15,1,9,1,12,Mal,Tumour
Cy71_CD45_E03_S531_comb,282,1,1,1,4,2,11,24,9,8,3,29,1,2,3,10,T.CD4,Immune
Cy71_CD45_E04_S532_comb,282,1,3,11,4,2,27,15,9,9,1,28,1,11,5,10,T.CD8,Immune
Cy71_CD45_E05_S533_comb,282,3,8,2,1,3,8,11,2,4,30,54,1,9,1,5,Mal,Tumour
Cy71_CD45_E06_S534_comb,282,3,8,2,2,4,8,13,2,4,30,15,1,9,1,12,Mal,Tumour
Cy71_CD45_E07_S535_comb,282,1,1,1,4,1,11,18,9,8,3,45,1,2,3,4,T.CD4,Immune
Cy71_CD45_E08_S536_comb,282,3,8,2,2,4,8,13,2,4,0,54,1,9,1,12,Mal,Tumour
Cy71_CD45_E09_S537_comb,282,3,8,2,2,4,8,13,2,1,30,54,1,9,1,12,Mal,Tumour
Cy71_CD45_E10_S538_comb,282,3,8,2,1,3,8,28,2,4,5,54,1,9,1,12,Mal,Tumour
Cy71_CD45_E11_S539_comb,282,3,8,2,2,4,8,13,2,4,30,15,1,9,1,12,Mal,Tumour
Cy71_CD45_E12_S540_comb,282,3,8,2,1,3,8,17,2,1,5,15,1,9,1,12,Mal,Tumour
Cy71_CD45_F01_S541_comb,282,3,8,2,1,4,8,11,2,1,5,15,1,9,1,12,Mal,Tumour
Cy71_CD45_F02_S542_comb,281,3,8,2,1,3,8,11,12,1,0,15,1,9,1,10,Mal,Tumour
Cy71_CD45_F03_S543_comb,282,1,1,1,4,1,16,24,9,9,1,36,1,1,3,4,T.CD8,Immune
Cy71_CD45_F04_S544_comb,282,1,1,1,4,1,16,24,9,9,1,33,1,1,3,4,T.CD8,Immune
Cy71_CD45_F05_S545_comb,282,3,8,2,2,4,8,9,2,3,52,15,1,8,1,5,Mal,Tumour
Cy71_CD45_F06_S546_comb,282,3,8,2,2,4,8,13,2,3,10,15,1,9,1,12,Mal,Tumour
Cy71_CD45_F07_S547_comb,282,3,8,2,1,4,8,28,2,3,30,15,1,9,1,12,Mal,Tumour
Cy71_CD45_F08_S548_comb,282,3,8,2,2,4,8,28,2,3,0,54,1,9,1,12,Mal,Tumour
Cy71_CD45_F10_S550_comb,282,3,8,2,1,4,8,13,2,3,30,15,1,9,1,12,Mal,Tumour
Cy71_CD45_F11_S551_comb,285,3,8,8,2,4,8,28,4,4,34,15,1,8,1,3,Mal,Tumour
Cy71_CD45_F12_S552_comb,282,1,1,4,5,1,10,18,9,9,1,54,1,5,3,4,T.CD8,Immune
Cy71_CD45_G01_S553_comb,251,2,1,9,1,3,14,9,1,2,39,39,1,8,3,4,Mal,Tumour
Cy71_CD45_G02_S554_comb,282,3,8,2,1,3,8,11,2,14,5,15,1,9,1,12,Mal,Tumour
Cy71_CD45_G03_S555_comb,282,3,8,2,1,4,8,28,2,1,0,15,1,15,1,12,Mal,Tumour
Cy71_CD45_G04_S556_comb,282,1,1,1,4,2,16,24,9,9,1,54,1,1,3,4,T.CD8,Immune
Cy71_CD45_G05_S557_comb,282,3,8,2,1,4,8,11,2,1,27,15,1,9,1,5,Mal,Tumour
Cy71_CD45_G06_S558_comb,282,1,1,1,4,1,11,18,9,9,2,30,1,2,3,10,T.CD4,Immune
Cy71_CD45_G07_S559_comb,282,1,1,4,5,1,10,18,9,9,2,51,1,4,3,4,T.CD4,Immune
Cy71_CD45_G08_S560_comb,282,3,8,2,2,4,8,11,2,4,30,15,1,8,1,5,Mal,Tumour
Cy71_CD45_G09_S561_comb,281,3,8,2,2,3,8,11,2,1,56,15,1,9,1,10,Mal,Tumour
Cy71_CD45_G10_S562_comb,282,1,1,1,4,2,16,24,9,9,1,33,1,1,3,4,T.CD8,Immune
Cy71_CD45_G11_S563_comb,282,3,8,2,2,8,8,28,2,3,30,15,1,8,1,12,Mal,Tumour
Cy71_CD45_G12_S564_comb,282,3,8,2,1,3,8,11,2,4,5,15,1,9,1,12,Mal,Tumour
Cy71_CD45_H01_S565_comb,282,3,8,2,1,3,8,17,2,1,57,15,1,9,1,12,Mal,Tumour
Cy71_CD45_H02_S566_comb,282,3,8,2,1,3,8,13,2,4,59,15,1,9,1,12,Mal,Tumour
Cy71_CD45_H03_S567_comb,282,1,1,4,5,1,10,18,9,9,2,48,1,4,3,4,T cell,Immune
Cy71_CD45_H03_S663_comb,285,3,8,8,2,4,40,28,4,4,34,15,5,8,1,9,Mal,Tumour
Cy71_CD45_H04_S568_comb,282,3,8,2,2,4,8,13,2,4,33,15,1,8,1,12,Mal,Tumour
Cy71_CD45_H06_S570_comb,282,3,8,2,2,4,8,28,2,4,5,15,1,9,1,12,Mal,Tumour
Cy71_CD45_H07_S571_comb,279,1,1,9,1,3,14,18,5,2,5,39,1,8,3,10,Mal,Tumour
Cy71_CD45_H08_S572_comb,282,3,8,2,2,4,8,28,2,4,30,15,1,9,1,12,Mal,Tumour
Cy71_CD45_H09_S573_comb,282,1,1,4,5,1,10,18,9,9,2,51,1,4,3,4,T.CD4,Immune
Cy71_CD45_H10_S574_comb,282,3,8,2,2,4,8,28,2,3,5,54,1,9,1,12,Mal,Tumour
Cy71_CD45_H11_S575_comb,282,3,8,2,2,4,8,13,2,4,0,54,1,8,1,12,Mal,Tumour
Cy71_CD45_H12_S576_comb,282,3,8,2,1,4,8,9,2,3,0,15,1,9,1,2,Mal,Tumour
Cy71_CD45_H12_S672_comb,282,3,8,8,2,4,43,4,2,4,72,15,5,8,1,9,Mal,Tumour
Cy72_CD45_A02_S674_comb,282,1,1,4,5,1,10,18,9,8,0,51,1,4,3,10,T.CD4,Immune
Cy72_CD45_A03_S675_comb,281,1,2,3,5,1,22,2,7,7,4,54,1,3,3,10,B cell,Immune
Cy72_CD45_A04_S676_comb,282,1,2,3,5,1,22,2,7,7,8,3,1,3,3,10,B cell,Immune
Cy72_CD45_A05_S677_comb,281,1,2,3,5,1,22,2,7,13,8,4,1,3,3,10,B cell,Immune
Cy72_CD45_A07_S679_comb,282,1,2,3,5,1,22,2,9,13,4,3,1,3,3,20,B cell,Immune
Cy72_CD45_A09_S681_comb,282,1,1,9,5,1,14,16,9,9,2,49,1,4,3,7,T.CD4,Immune
Cy72_CD45_A10_S682_comb,281,1,1,4,5,1,10,18,7,9,2,49,1,4,3,10,T.CD8,Immune
Cy72_CD45_A11_S683_comb,282,1,1,4,5,1,10,18,9,9,2,51,1,4,3,10,T.CD4,Immune
Cy72_CD45_A12_S684_comb,282,1,1,9,5,1,14,16,9,6,2,49,1,4,3,20,T.CD4,Immune
Cy72_CD45_B02_S686_comb,282,1,1,4,5,1,10,18,9,9,2,51,1,4,3,10,T.CD4,Immune
Cy72_CD45_B05_S689_comb,282,1,1,9,5,1,10,9,9,9,0,29,1,4,3,2,T cell,Immune
Cy72_CD45_B06_S690_comb,282,1,1,9,5,1,14,18,9,9,2,50,1,4,3,7,T cell,Immune
Cy72_CD45_B07_S691_comb,282,1,1,4,5,1,10,19,9,9,2,51,1,4,3,20,T cell,Immune
Cy72_CD45_B09_S693_comb,282,1,2,3,5,1,22,27,9,13,4,4,1,3,3,4,B cell,Immune
Cy72_CD45_B11_S695_comb,282,1,1,7,5,1,10,18,9,8,2,51,1,4,3,20,T cell,Immune
Cy72_CD45_B12_S696_comb,282,1,1,9,5,1,10,18,9,9,0,42,1,5,3,10,T.CD8,Immune
Cy72_CD45_C01_S697_comb,285,3,1,9,5,1,14,18,9,9,0,42,1,4,3,10,T cell,Immune
Cy72_CD45_C02_S698_comb,282,1,1,4,4,2,10,19,9,9,2,44,1,4,3,7,T.CD4,Immune
Cy72_CD45_C03_S699_comb,281,1,2,3,5,1,22,2,7,7,4,3,1,3,3,10,B cell,Immune
Cy72_CD45_C05_S701_comb,282,1,1,4,5,1,10,18,9,9,2,51,1,4,3,10,T cell,Immune
Cy72_CD45_C06_S702_comb,281,1,2,3,5,1,22,2,7,7,8,54,1,3,3,10,B cell,Immune
Cy72_CD45_C07_S703_comb,282,1,1,4,5,1,14,18,9,9,2,49,1,4,3,10,T cell,Immune
Cy72_CD45_C09_S705_comb,282,1,1,9,5,1,10,9,9,9,2,48,1,4,3,2,T.CD4,Immune
Cy72_CD45_C11_S707_comb,282,1,1,4,5,1,14,18,9,9,2,50,1,4,3,10,T cell,Immune
Cy72_CD45_C12_S708_comb,282,1,1,9,5,1,45,16,2,6,16,49,1,4,3,7,T.CD8,Immune
Cy72_CD45_D01_S709_comb,282,1,1,9,5,1,14,18,9,9,2,44,1,4,3,4,T cell,Immune
Cy72_CD45_D02_S710_comb,281,1,2,3,1,1,23,2,7,8,4,54,1,3,5,20,B cell,Immune
Cy72_CD45_D03_S711_comb,282,1,3,3,5,1,23,2,9,7,4,15,1,11,5,20,B cell,Immune
Cy72_CD45_D04_S712_comb,282,1,1,9,5,1,10,18,9,9,1,44,1,4,3,10,T.CD4,Immune
Cy72_CD45_D05_S713_comb,281,1,2,3,5,1,23,2,7,13,4,15,1,3,5,7,B cell,Immune
Cy72_CD45_D07_S715_comb,282,1,1,4,5,1,10,18,9,9,2,46,1,5,3,4,T.CD4,Immune
Cy72_CD45_D09_S717_comb,282,1,1,9,5,1,14,18,9,9,2,54,1,4,3,4,T cell,Immune
Cy72_CD45_D10_S718_comb,282,1,1,9,5,1,14,18,9,9,2,51,1,4,3,10,T.CD4,Immune
Cy72_CD45_D11_S719_comb,282,1,1,7,5,1,17,18,7,9,1,54,1,5,3,10,T.CD8,Immune
Cy72_CD45_D12_S720_comb,282,1,1,4,5,1,10,18,9,9,2,51,1,4,3,10,T cell,Immune
Cy72_CD45_E01_S721_comb,282,1,1,9,5,1,14,18,9,9,2,51,1,4,3,10,T.CD4,Immune
Cy72_CD45_E03_S723_comb,282,1,1,9,5,1,10,18,9,9,0,42,1,4,3,10,T.CD4,Immune
Cy72_CD45_E04_S724_comb,282,1,1,4,5,1,12,18,9,9,2,54,1,4,3,4,T cell,Immune
