Unnamed: 0,cell,seurat,ascend,cellRanger,cidr,clue,countClust,RaceID,rca,SAFE,SAME_AIC,SAME_BIC,sc3,scran,seurat_y,simlr,truth,tscan,paper
1273,cy81_FNA_CD45_neg_D01_S997_comb,7,2,3,3,5,2,3,1,8,8,13,26,6,8,10,Melanoma,2,1
1274,cy79_p5_CD45_neg_PDL1_pos_H09_S765_comb,4,2,5,6,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1275,cy79_p4_CD45_neg_PDL1_neg_C08_S1088_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1276,cy79_p5_CD45_neg_PDL1_neg_A09_S777_comb,4,2,5,6,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1277,cy81_FNA_CD45_neg_D03_S999_comb,7,2,3,3,5,2,3,1,8,8,13,26,2,8,10,Melanoma,2,1
1278,cy81_FNA_CD45_neg_E06_S1014_comb,7,2,3,3,5,2,3,1,8,8,13,26,2,8,10,Melanoma,2,1
1279,cy79_p4_CD45_pos_PD1_pos_E11_S347_comb,2,1,1,7,1,2,302,2,1,16,9,11,1,1,14,T Cell,2,2
1280,cy79_p4_CD45_neg_PDL1_pos_B07_S403_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,5,6,Melanoma,2,1
1281,cy79_p5_CD45_pos_PD1_pos_A03_S579_comb,10,1,6,2,9,1,1735,7,1,22,8,11,1,6,9,T Cell,1,2
1282,cy81_FNA_CD45_neg_C11_S995_comb,7,2,3,3,5,2,3,1,8,8,13,26,2,8,10,Melanoma,2,1
1283,cy80_CD45_neg_B03_S879_comb,8,2,3,3,6,2,4,1,8,13,13,28,2,10,11,Melanoma,2,1
1284,cy79_p4_CD45_pos_PD1_pos_F10_S358_comb,5,1,1,4,10,3,2433,2,1,20,15,12,1,1,14,T Cell,3,2
1285,cy82_CD45_pos_3_C07_S31_comb,1,1,2,4,10,3,796,2,2,18,10,20,3,1,14,T Cell,3,2
1286,cy79_p4_CD45_neg_PDL1_pos_A06_S390_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1287,cy79_p4_CD45_neg_PDL1_neg_H05_S1145_comb,4,2,5,6,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1288,cy79_p4_CD45_pos_PD1_pos_F05_S353_comb,2,1,1,2,1,4,1232,3,1,1,2,11,1,1,14,T Cell,4,2
1289,cy79_p4_CD45_neg_PDL1_neg_E09_S1113_comb,4,2,5,6,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1290,cy79_p4_CD45_pos_PD1_pos_F11_S359_comb,2,1,1,4,10,1,1671,3,1,14,16,11,1,1,14,T Cell,1,2
1291,cy79_p5_CD45_pos_PD1_pos_C02_S602_comb,2,1,1,7,1,4,1073,3,1,1,2,11,1,1,14,T Cell,4,2
1292,cy81_Bulk_CD45_neg_D01_S133_comb,7,2,3,3,6,2,3,1,8,8,13,26,6,8,3,Melanoma,2,1
1293,cy79_p5_CD45_neg_PDL1_neg_G08_S848_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1294,cy79_p4_CD45_neg_PDL1_pos_F04_S448_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1295,cy81_Bulk_CD45_neg_E03_S147_comb,14,2,3,7,3,3,861,8,7,21,6,25,6,12,12,Endothelial,3,5
1296,cy79_p5_CD45_neg_PDL1_pos_B03_S687_comb,4,2,5,6,6,2,984,6,8,3,11,4,6,4,3,Melanoma,2,1
1297,cy79_p4_CD45_pos_PD1_pos_A08_S296_comb,1,1,2,4,10,1,1488,2,1,4,5,12,1,2,14,T Cell,1,2
1298,cy79_p4_CD45_pos_PD1_pos_F09_S357_comb,2,1,1,2,1,4,1049,3,1,1,2,11,1,1,14,T Cell,4,2
1299,cy79_p5_CD45_pos_PD1_pos_B03_S591_comb,2,1,1,7,10,3,593,2,1,20,15,8,1,1,14,T Cell,3,2
1300,cy79_p5_CD45_pos_PD1_pos_G07_S655_comb,2,1,1,2,1,3,2519,3,1,9,15,11,1,1,14,T Cell,3,2
1301,cy79_p4_CD45_neg_PDL1_neg_D08_S1100_comb,4,2,5,6,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1302,cy79_p5_CD45_pos_PD1_pos_D05_S617_comb,2,1,1,2,1,4,411,3,1,1,2,11,1,1,14,T Cell,4,2
1303,cy79_p5_CD45_pos_PD1_pos_A08_S584_comb,2,1,1,7,10,1,522,2,1,14,5,11,1,1,14,T Cell,1,2
1304,cy82_CD45_pos_3_A12_S12_comb,7,2,3,3,6,2,3,1,8,8,3,24,2,14,3,Melanoma,2,1
1305,cy79_p4_CD45_pos_PD1_pos_G11_S371_comb,2,1,1,7,1,4,803,3,1,1,2,11,1,1,14,T Cell,4,2
1306,cy79_p5_CD45_neg_PDL1_neg_F04_S832_comb,4,2,5,6,6,2,7,1,8,3,11,4,6,4,6,Melanoma,2,1
1307,cy81_Bulk_CD45_neg_B02_S110_comb,7,2,3,3,5,2,3,1,8,8,13,26,2,8,10,Melanoma,2,1
1308,cy80_CD45_neg_A06_S870_comb,12,2,3,3,6,2,4,1,8,13,13,28,2,10,11,Melanoma,2,1
1309,cy79_p4_CD45_pos_PD1_pos_A02_S290_comb,1,1,2,5,10,1,1724,2,2,18,5,12,3,1,14,T Cell,1,2
1310,cy79_p4_CD45_neg_PDL1_pos_B12_S408_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1311,cy79_p4_CD45_neg_PDL1_pos_G09_S465_comb,4,2,5,6,6,2,7,1,8,3,11,4,6,4,6,Melanoma,2,1
1312,cy81_Bulk_CD45_neg_B04_S112_comb,7,2,3,6,5,2,885,1,8,8,13,26,6,8,3,Melanoma,2,1
1313,cy82_CD45_pos_3_H12_S96_comb,7,2,3,5,6,2,7,1,8,8,3,24,2,14,3,Melanoma,2,1
1314,cy79_p5_CD45_neg_PDL1_neg_H11_S863_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1315,cy79_p4_CD45_pos_PD1_pos_E08_S344_comb,2,1,1,2,1,4,1382,3,1,1,2,11,1,1,14,T Cell,4,2
1316,cy79_p4_CD45_pos_PD1_pos_G04_S364_comb,2,1,2,2,10,1,2139,2,1,14,5,11,1,1,14,T Cell,1,2
1317,cy79_p5_CD45_neg_PDL1_neg_D02_S806_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1318,cy79_p5_CD45_neg_PDL1_neg_B07_S787_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1319,cy82_CD45_pos_3_B08_S20_comb,2,1,2,2,10,1,932,3,1,14,16,15,1,1,14,NK,1,7
1320,cy79_p4_CD45_neg_PDL1_pos_F01_S445_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1321,cy82_CD45_pos_1_H12_S576_comb,7,2,3,5,6,2,7,1,8,8,3,24,2,14,3,Melanoma,2,1
1322,cy81_FNA_CD45_neg_D12_S1008_comb,7,2,3,3,5,2,3,1,8,8,13,26,2,8,10,Melanoma,2,1
1323,cy79_p5_CD45_neg_PDL1_neg_A08_S776_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1324,cy79_p5_CD45_pos_PD1_pos_H01_S661_comb,2,1,1,2,1,1,771,3,1,14,16,11,1,1,14,T Cell,1,2
1325,cy79_p4_CD45_neg_PDL1_neg_B12_S1080_comb,4,2,5,6,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1326,cy79_p4_CD45_pos_PD1_pos_D09_S333_comb,2,1,1,2,1,1,1817,3,1,14,16,11,1,1,14,T Cell,1,2
1327,cy79_p4_CD45_neg_PDL1_neg_G02_S1130_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1328,cy79_p5_CD45_pos_PD1_pos_H04_S664_comb,2,1,2,2,10,1,1397,3,1,14,16,11,1,1,14,T Cell,1,2
1329,cy79_p5_CD45_neg_PDL1_pos_C05_S701_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,9,6,Melanoma,2,1
1330,cy82_CD45_pos_3_A08_S8_comb,7,2,3,3,6,2,3,1,8,8,3,24,2,14,3,Melanoma,2,1
1331,cy81_FNA_CD45_neg_E08_S1016_comb,7,2,3,3,5,2,3,1,8,8,13,26,2,8,10,Melanoma,2,1
1332,cy81_Bulk_CD45_neg_A07_S103_comb,7,2,3,3,6,2,3,1,8,8,13,26,6,8,10,Melanoma,2,1
1333,cy79_p5_CD45_neg_PDL1_pos_E01_S721_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1334,cy79_p4_CD45_pos_PD1_pos_A07_S295_comb,2,1,1,4,1,3,1220,3,1,9,15,11,1,1,14,T Cell,3,2
1335,cy79_p4_CD45_pos_PD1_pos_H12_S384_comb,10,1,1,2,1,4,2081,2,1,1,2,11,1,1,14,T Cell,4,2
1336,cy81_Bulk_CD45_neg_H07_S187_comb,7,2,3,3,5,2,3,1,8,8,13,26,2,8,10,Melanoma,2,1
1337,cy79_p4_CD45_pos_PD1_pos_H08_S380_comb,5,1,1,2,4,3,1979,10,1,20,15,12,1,1,14,T Cell,3,2
1338,cy79_p4_CD45_neg_PDL1_neg_A10_S1066_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1339,cy79_p4_CD45_neg_PDL1_pos_G10_S466_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1340,cy79_p4_CD45_pos_PD1_pos_E03_S339_comb,5,1,2,5,10,1,2092,3,1,14,5,11,1,1,14,T Cell,1,2
1341,cy79_p5_CD45_pos_PD1_pos_A11_S587_comb,5,1,1,7,10,3,506,2,1,20,15,12,1,1,14,T Cell,3,2
1342,cy79_p5_CD45_pos_PD1_pos_A02_S578_comb,2,1,1,2,1,4,743,3,1,1,2,11,1,1,14,T Cell,4,2
1343,cy79_p4_CD45_neg_PDL1_pos_F10_S454_comb,4,2,5,6,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1344,cy81_FNA_CD45_neg_E01_S1009_comb,7,2,3,3,5,2,3,1,8,8,13,26,2,8,10,Melanoma,2,1
1345,cy79_p5_CD45_neg_PDL1_pos_G06_S750_comb,4,2,5,6,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1346,cy81_FNA_CD45_neg_F01_S1021_comb,7,2,3,3,5,2,3,1,8,8,13,26,2,8,10,Melanoma,2,1
1347,cy79_p5_CD45_neg_PDL1_pos_C02_S698_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1348,cy79_p4_CD45_pos_PD1_pos_H02_S374_comb,5,1,1,4,10,3,1195,2,1,20,15,12,1,1,14,T Cell,3,2
1349,cy79_p4_CD45_neg_PDL1_neg_A02_S1058_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1350,cy79_p5_CD45_neg_PDL1_pos_D07_S715_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1351,cy81_FNA_CD45_neg_H02_S1046_comb,7,2,3,6,6,2,3,1,8,8,13,26,6,8,3,Melanoma,2,1
1352,cy82_CD45_pos_1_C04_S508_comb,5,1,2,5,10,1,2687,7,2,18,5,17,3,1,14,T Cell,1,2
1353,cy81_FNA_CD45_neg_B03_S975_comb,7,2,3,3,5,2,3,1,8,8,13,26,2,8,10,Melanoma,2,1
1354,cy81_Bulk_CD45_neg_H02_S182_comb,7,2,3,3,5,2,3,1,8,8,13,26,2,8,10,Melanoma,2,1
1355,cy80_CD45_neg_A10_S874_comb,12,2,3,3,6,2,4,1,8,13,13,28,2,10,11,Melanoma,2,1
1356,cy79_p5_CD45_neg_PDL1_neg_E04_S820_comb,4,2,5,6,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1357,cy79_p5_CD45_pos_PD1_pos_B02_S590_comb,2,1,1,2,1,1,889,3,1,14,16,11,1,1,14,T Cell,1,2
1358,cy79_p4_CD45_pos_PD1_pos_B06_S306_comb,1,1,2,4,10,1,2543,2,1,4,5,12,1,1,14,T Cell,1,2
1359,cy81_FNA_CD45_neg_E10_S1018_comb,7,2,3,3,5,2,3,1,8,8,13,26,2,8,10,Melanoma,2,1
1360,cy79_p4_CD45_neg_PDL1_pos_G02_S458_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1361,cy79_p5_CD45_pos_PD1_pos_D10_S622_comb,2,1,1,2,1,4,215,3,1,1,2,11,1,1,14,T Cell,4,2
1362,cy79_p5_CD45_pos_PD1_pos_B05_S593_comb,2,1,1,2,1,4,358,3,1,1,2,11,1,1,14,T Cell,4,2
1363,cy79_p5_CD45_neg_PDL1_pos_B08_S692_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1364,cy79_p4_CD45_pos_PD1_pos_C02_S314_comb,2,1,1,2,1,4,538,3,1,1,2,11,1,1,14,T Cell,4,2
1365,cy81_FNA_CD45_neg_H10_S1054_comb,7,2,3,6,3,5,567,1,7,19,13,26,6,8,3,Melanoma,5,1
1366,cy79_p4_CD45_neg_PDL1_neg_H07_S1147_comb,4,2,5,6,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1367,cy79_p4_CD45_pos_PD1_pos_H01_S373_comb,2,1,1,2,1,1,1008,3,1,14,16,11,1,1,14,T Cell,1,2
1368,cy79_p5_CD45_neg_PDL1_pos_F03_S735_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1369,cy79_p5_CD45_neg_PDL1_pos_B12_S696_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1370,cy79_p5_CD45_neg_PDL1_neg_D08_S812_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1371,cy82_CD45_pos_3_G11_S83_comb,3,1,1,7,4,3,96,14,4,11,12,25,4,9,5,Melanoma,3,1
1372,cy81_FNA_CD45_neg_H11_S1055_comb,7,2,3,6,5,2,3,1,8,8,13,26,2,8,3,Melanoma,2,1
1373,cy79_p4_CD45_neg_PDL1_neg_F04_S1120_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1374,cy79_p5_CD45_neg_PDL1_pos_D10_S718_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1375,cy79_p4_CD45_neg_PDL1_neg_H02_S1142_comb,4,2,5,6,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1376,cy79_p4_CD45_neg_PDL1_pos_B09_S405_comb,4,2,5,6,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1377,cy79_p5_CD45_neg_PDL1_pos_B11_S695_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1378,cy79_p5_CD45_neg_PDL1_pos_G08_S752_comb,4,2,5,6,6,2,1381,6,8,3,11,4,6,4,6,Melanoma,2,1
1379,cy79_p5_CD45_pos_PD1_pos_D08_S620_comb,2,1,1,7,10,1,1267,3,1,14,16,11,1,1,14,T Cell,1,2
1380,cy79_p4_CD45_pos_PD1_pos_D07_S331_comb,2,1,1,2,1,3,788,3,1,9,15,11,1,1,14,T Cell,3,2
1381,cy79_p5_CD45_neg_PDL1_neg_H08_S860_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1382,cy79_p5_CD45_pos_PD1_pos_E07_S631_comb,2,1,1,2,1,4,814,3,1,1,2,11,1,1,14,T Cell,4,2
1383,cy79_p4_CD45_pos_PD1_pos_E02_S338_comb,5,1,1,7,1,3,405,2,2,20,15,11,1,1,15,T Cell,3,2
1384,cy79_p5_CD45_pos_PD1_pos_D11_S623_comb,2,1,1,2,1,4,944,3,1,1,2,11,1,1,14,T Cell,4,2
1385,cy79_p4_CD45_pos_PD1_pos_D05_S329_comb,1,1,2,5,10,1,1687,2,2,18,5,11,3,1,7,T Cell,1,2
1386,cy79_p5_CD45_pos_PD1_pos_G06_S654_comb,2,1,1,2,1,4,1307,3,1,1,2,11,1,1,14,T Cell,4,2
1387,cy79_p4_CD45_neg_PDL1_pos_E07_S439_comb,4,2,5,3,6,2,7,6,8,3,11,4,5,4,6,Melanoma,2,1
1388,cy79_p4_CD45_neg_PDL1_pos_A05_S389_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1389,cy79_p5_CD45_pos_PD1_pos_G11_S659_comb,2,1,2,2,10,1,1585,3,1,14,16,11,1,1,14,T Cell,1,2
1390,cy80_CD45_neg_C11_S899_comb,12,2,3,3,6,2,4,1,8,13,13,28,2,10,11,Melanoma,2,1
1391,cy79_p5_CD45_pos_PD1_pos_H11_S671_comb,2,1,1,7,1,4,559,3,1,1,2,11,1,1,14,T Cell,4,2
1392,cy80_CD45_neg_C07_S895_comb,12,2,3,3,6,2,4,1,8,13,13,28,2,10,11,Melanoma,2,1
1393,cy79_p5_CD45_neg_PDL1_pos_A08_S680_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1394,cy80_CD45_neg_F07_S931_comb,14,2,9,7,3,5,88,8,7,21,6,25,6,12,12,Endothelial,5,5
1395,cy79_p5_CD45_neg_PDL1_neg_B12_S792_comb,4,2,5,6,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1396,cy79_p4_CD45_neg_PDL1_pos_B01_S397_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1397,cy79_p4_CD45_neg_PDL1_pos_G01_S457_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1398,cy79_p5_CD45_neg_PDL1_pos_F07_S739_comb,4,2,5,6,6,2,7,1,8,3,11,4,6,4,6,Melanoma,2,1
1399,cy79_p4_CD45_neg_PDL1_pos_F08_S452_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1400,cy79_p5_CD45_neg_PDL1_neg_F09_S837_comb,4,2,5,6,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1401,cy79_p4_CD45_pos_PD1_pos_C08_S320_comb,3,1,4,7,4,3,334,10,3,6,12,10,1,3,7,B Cell,3,3
1402,cy81_Bulk_CD45_neg_E11_S155_comb,7,2,3,3,5,2,3,1,8,8,13,26,2,8,10,Melanoma,2,1
1403,cy80_CD45_neg_B02_S878_comb,12,2,3,3,6,2,4,1,8,13,13,28,2,10,11,Melanoma,2,1
1404,cy79_p4_CD45_neg_PDL1_pos_E04_S436_comb,4,2,5,6,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1405,cy79_p5_CD45_neg_PDL1_pos_E12_S732_comb,4,2,5,6,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1406,cy80_CD45_neg_B12_S888_comb,12,2,3,3,6,2,4,1,8,13,13,28,2,10,11,Melanoma,2,1
1407,cy79_p4_CD45_pos_PD1_pos_C03_S315_comb,2,1,1,2,1,1,1306,3,1,14,16,11,1,1,14,T Cell,1,2
1408,cy79_p5_CD45_pos_PD1_pos_C12_S612_comb,2,1,1,2,1,3,822,3,1,9,15,11,1,1,14,T Cell,3,2
1409,cy79_p4_CD45_neg_PDL1_neg_D10_S1102_comb,4,2,5,6,6,2,1412,6,8,3,11,4,6,4,15,Melanoma,2,1
1410,cy81_FNA_CD45_neg_C07_S991_comb,7,2,3,3,5,2,3,1,8,8,13,26,2,8,10,Melanoma,2,1
1411,cy82_CD45_pos_3_D04_S40_comb,15,2,3,3,3,5,3,12,7,19,6,24,6,13,12,CAF,5,6
1412,cy79_p4_CD45_pos_PD1_pos_H05_S377_comb,5,1,1,7,4,3,834,2,1,20,15,11,1,1,14,T Cell,3,2
1413,cy79_p5_CD45_pos_PD1_pos_H12_S672_comb,10,1,6,5,9,1,1,3,1,22,8,9,7,6,9,T Cell,1,2
1414,cy79_p4_CD45_pos_PD1_pos_B12_S312_comb,2,1,1,2,1,3,2140,3,1,9,15,11,1,1,14,T Cell,3,2
1415,cy79_p4_CD45_neg_PDL1_neg_G11_S1139_comb,4,2,5,6,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1416,cy80_CD45_neg_B10_S886_comb,12,2,3,3,6,2,4,1,8,13,13,28,2,10,11,Melanoma,2,1
1417,cy80_CD45_neg_A07_S871_comb,12,2,3,3,6,2,4,1,8,13,13,28,2,10,11,Melanoma,2,1
1418,cy79_p4_CD45_neg_PDL1_neg_B06_S1074_comb,4,2,6,6,9,1,169,6,4,22,8,4,8,6,9,Melanoma,1,1
1419,cy79_p4_CD45_pos_PD1_pos_A11_S299_comb,1,1,2,5,10,1,2240,2,2,18,5,12,3,1,14,T Cell,1,2
1420,cy80_CD45_neg_E04_S916_comb,8,2,3,3,6,2,4,1,8,13,13,28,2,10,11,Melanoma,2,1
1421,cy79_p5_CD45_pos_PD1_pos_G09_S657_comb,2,1,1,2,1,4,661,3,1,1,2,11,1,1,14,T Cell,4,2
1422,cy79_p5_CD45_pos_PD1_pos_C06_S606_comb,2,1,1,7,1,4,833,3,1,1,2,11,1,1,14,T Cell,4,2
1423,cy79_p4_CD45_pos_PD1_pos_B08_S308_comb,2,1,1,2,1,4,1664,3,1,1,2,11,1,1,14,T Cell,4,2
1424,cy79_p4_CD45_neg_PDL1_neg_C04_S1084_comb,4,2,5,7,6,2,707,18,8,3,11,4,5,4,6,B Cell,2,3
1425,cy79_p4_CD45_neg_PDL1_pos_B04_S400_comb,4,2,5,6,6,2,7,6,8,3,11,4,6,4,6,Melanoma,2,1
1426,cy81_Bulk_CD45_neg_D05_S137_comb,7,2,3,3,5,2,3,1,8,8,13,26,2,8,10,Melanoma,2,1
1427,cy82_CD45_pos_3_G06_S78_comb,7,2,3,3,6,2,3,1,8,8,3,24,2,14,3,Melanoma,2,1
1428,cy80_CD45_neg_C01_S889_comb,12,2,3,3,6,2,4,1,8,13,13,28,2,10,11,Melanoma,2,1
1429,cy81_Bulk_CD45_neg_E10_S154_comb,7,2,3,3,5,2,3,1,8,8,13,26,2,8,10,Melanoma,2,1
1430,cy82_CD45_pos_1_D05_S521_comb,1,1,2,5,10,3,1475,2,2,18,10,18,3,1,14,Melanoma,3,1
1431,cy81_Bulk_CD45_neg_H11_S191_comb,7,2,3,3,5,2,3,1,8,8,13,26,2,8,10,Melanoma,2,1
1432,cy79_p5_CD45_neg_PDL1_pos_H12_S768_comb,4,2,5,6,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1433,cy79_p5_CD45_pos_PD1_pos_E05_S629_comb,2,1,1,2,1,4,536,3,1,1,2,11,1,1,14,T Cell,4,2
1434,cy79_p4_CD45_neg_PDL1_neg_A04_S1060_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1435,cy79_p4_CD45_pos_PD1_pos_B01_S301_comb,5,1,6,2,10,1,1512,2,1,14,5,11,3,1,14,T Cell,1,2
1436,cy79_p5_CD45_pos_PD1_pos_F07_S643_comb,2,1,1,2,1,4,1114,3,1,1,2,11,1,1,14,T Cell,4,2
1437,cy79_p4_CD45_neg_PDL1_neg_C05_S1085_comb,4,2,5,6,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1438,cy81_Bulk_CD45_neg_D10_S142_comb,7,2,3,3,5,2,3,1,8,8,13,26,2,8,10,Melanoma,2,1
1439,cy79_p5_CD45_pos_PD1_pos_F01_S637_comb,10,1,6,2,9,1,1383,3,1,22,8,11,8,6,9,T Cell,1,2
1440,cy79_p4_CD45_neg_PDL1_neg_B05_S1073_comb,4,2,5,6,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1441,cy79_p5_CD45_neg_PDL1_pos_D02_S710_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1442,cy79_p4_CD45_neg_PDL1_neg_G09_S1137_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1443,cy79_p5_CD45_pos_PD1_pos_B06_S594_comb,2,1,1,4,1,3,1351,3,1,9,15,11,1,1,14,T Cell,3,2
1444,cy79_p4_CD45_pos_PD1_pos_E10_S346_comb,1,1,2,5,10,1,2372,2,1,18,5,12,1,1,14,T Cell,1,2
1445,cy81_Bulk_CD45_neg_F02_S158_comb,7,2,3,3,5,2,3,1,8,8,13,26,2,8,10,Melanoma,2,1
1446,cy82_CD45_neg_2_E02_S242_comb,15,2,3,6,3,5,6,12,7,19,6,25,6,13,12,CAF,5,6
1447,cy79_p5_CD45_neg_PDL1_neg_C12_S804_comb,4,2,5,6,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1448,cy79_p4_CD45_neg_PDL1_neg_G05_S1133_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1449,cy79_p4_CD45_neg_PDL1_neg_E03_S1107_comb,4,2,5,6,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1450,cy81_FNA_CD45_neg_G07_S1039_comb,7,2,3,3,5,2,3,1,8,8,13,26,2,8,10,Melanoma,2,1
1451,cy80_CD45_neg_A12_S876_comb,12,2,3,3,6,2,4,1,8,13,13,28,2,10,11,Melanoma,2,1
1452,cy79_p5_CD45_pos_PD1_pos_F11_S647_comb,2,1,2,2,10,1,2049,3,1,14,16,11,1,1,14,T Cell,1,2
1453,cy79_p4_CD45_pos_PD1_pos_B09_S309_comb,5,1,2,7,10,1,2006,2,2,18,5,11,3,1,14,T Cell,1,2
1454,cy81_FNA_CD45_neg_G05_S1037_comb,7,2,3,3,5,2,3,1,8,8,13,26,2,8,10,Melanoma,2,1
1455,cy79_p5_CD45_pos_PD1_pos_E11_S635_comb,13,1,1,7,1,4,1,3,1,16,2,9,7,9,14,T Cell,4,2
1456,cy79_p4_CD45_pos_PD1_pos_C07_S319_comb,13,1,1,7,4,3,1,2,1,2,9,23,7,9,14,T Cell,3,2
1457,cy79_p4_CD45_pos_PD1_pos_B04_S304_comb,2,1,1,4,10,1,920,3,1,14,16,11,1,1,14,T Cell,1,2
1458,cy79_p5_CD45_neg_PDL1_neg_G02_S842_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1459,cy79_p4_CD45_pos_PD1_pos_G09_S369_comb,2,1,1,2,1,3,862,3,1,9,15,11,1,1,14,T Cell,3,2
1460,cy81_Bulk_CD45_neg_H03_S183_comb,7,2,3,3,5,2,3,1,8,8,13,26,2,8,10,Melanoma,2,1
1461,cy79_p5_CD45_neg_PDL1_neg_A10_S778_comb,4,2,5,6,6,2,202,6,8,3,11,4,6,4,6,Melanoma,2,1
1462,cy79_p4_CD45_pos_PD1_pos_B02_S302_comb,5,1,2,7,10,1,1956,2,2,14,5,11,1,1,7,T Cell,1,2
1463,cy79_p4_CD45_neg_PDL1_pos_E06_S438_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1464,cy79_p5_CD45_neg_PDL1_pos_G09_S753_comb,15,2,3,6,3,5,110,12,7,19,6,25,6,13,12,Melanoma,5,1
1465,cy79_p5_CD45_neg_PDL1_neg_H12_S864_comb,4,2,6,3,6,2,7,6,8,15,4,4,8,4,9,Melanoma,2,1
1466,cy79_p4_CD45_neg_PDL1_pos_F05_S449_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
1467,cy80_CD45_neg_B06_S882_comb,14,2,9,3,3,5,88,8,7,21,6,25,6,12,12,Endothelial,5,5
