GeneSym	Count_NonImmune	NonImmuneEnrichment
DLG4	5	0.07
MX1	5	0.07
ANKRD6	5	0.07
TOR1B	5	0.07
215679_at	5	0.07
IL1F7	5	0.07
PSMB9	5	0.07
216058_s_at	5	0.07
KIAA0999	5	0.07
MYH10	5	0.07
219563_at	5	0.07
RASL12	5	0.07
GALNT6	5	0.07
TFAP2B	5	0.07
PAICS	5	0.07
BLVRA	5	0.07
TR2IT1	5	0.07
HCLS1	5	0.07
EVPL	5	0.07
F11	5	0.07
SFMBT1	5	0.07
220833_at	5	0.07
SC65	5	0.07
CHST12	5	0.07
SLC17A4	5	0.07
215306_at	5	0.07
FBXO24	5	0.07
TNFRSF21	5	0.07
PLCL1	5	0.07
GCHFR	5	0.07
RNFT1	5	0.07
DDIT3	5	0.07
HAND1	5	0.07
PP14571	5	0.07
IL11RA	5	0.07
HIST1H2AC	5	0.07
FOXO1	5	0.07
VCX3B	5	0.07
MICALL2	5	0.07
TPP2	5	0.07
CASC1	5	0.07
HIST2H2AA4	5	0.07
C11orf24	5	0.07
215634_at	5	0.07
PHKG2	5	0.07
MICALL1	5	0.07
NDST3	5	0.07
TWSG1	5	0.07
202183_s_at	5	0.07
209909_s_at	5	0.07
PSMB8	5	0.07
HLA-DMB	5	0.07
PER1	5	0.07
BTD	5	0.07
HIC2	5	0.07
RAB32	5	0.07
CALHM2	5	0.07
FAM63A	5	0.07
HMG4L	5	0.07
DBF4	5	0.07
SCMH1	5	0.07
222036_s_at	5	0.07
PDS5B	5	0.07
DNAJB4	5	0.07
NUP214	5	0.07
EHHADH	5	0.07
SGMS1	5	0.07
MAPK12	5	0.07
SMARCD2	5	0.07
RUNX1	5	0.07
PIR	5	0.07
RPS6KA1	5	0.07
PRKAA1	5	0.07
LGALS8	5	0.07
VRK3	5	0.07
VRK2	5	0.07
WASL	5	0.07
COL7A1	5	0.07
SWAP70	5	0.07
IQWD1	5	0.07
RP6-213H19.1	5	0.07
KCNJ6	5	0.07
H2AFY	5	0.07
OSBPL2	5	0.07
PPP3CC	5	0.07
M6PRBP1	5	0.07
UBA7	5	0.07
DECR2	5	0.07
NEK1	5	0.07
IRF1	5	0.07
FUT3	5	0.07
CRLF3	5	0.07
USP32	5	0.07
PISD	5	0.07
SNX24	5	0.07
213109_at	5	0.07
CACNB4	5	0.07
NOSIP	5	0.07
MYLIP	5	0.07
RAE1	5	0.07
CREBL2	5	0.07
CHSY1	5	0.07
UIMC1	5	0.07
SAP130	5	0.07
214306_at	5	0.07
VASP	5	0.07
MTMR2	5	0.07
DDT	5	0.07
PMEPA1	5	0.07
GGA1	5	0.07
DONSON	5	0.07
203432_at	5	0.07
202648_at	5	0.07
DNAJB1	5	0.07
CEBPG	5	0.07
POLR2D	5	0.07
MRPL17	5	0.07
OSBPL11	5	0.07
MAP4K5	5	0.07
CEP110	5	0.07
PAQR3	5	0.07
ISCA1L	5	0.07
213813_x_at	5	0.07
PSME3	5	0.07
LGALS9C	5	0.07
NGLY1	5	0.07
ABCC10	5	0.07
SLC7A1	5	0.07
213590_at	5	0.07
TBC1D5	5	0.07
ZNF862	5	0.07
MUM1	5	0.07
PCDH1	5	0.07
ISOC2	5	0.07
CYB5B	5	0.07
FBXL12	5	0.07
KPNA4	5	0.07
TRIP4	5	0.07
ASCC2	5	0.07
ITSN2	5	0.07
ENOSF1	5	0.07
C14orf94	5	0.07
PITPNA	5	0.07
DCK	5	0.07
IFI16	5	0.07
RIC8B	5	0.07
HNRNPUL2	5	0.07
ARFIP1	5	0.07
STXBP2	5	0.07
221937_at	5	0.07
C16orf68	5	0.07
GNA12	5	0.07
ATP6V1A	5	0.07
BOLA2	5	0.07
C9orf46	5	0.07
214149_s_at	5	0.07
SNX2	5	0.07
RAB3GAP1	5	0.07
RALY	5	0.07
ATP11B	5	0.07
GTPBP8	5	0.07
STK38L	5	0.07
GSK3B	5	0.07
TMEM160	5	0.07
CBLB	5	0.07
VPS8	5	0.07
STOML2	5	0.07
GADD45GIP1	5	0.07
SNX1	5	0.07
RGS12	5	0.07
MAPKAPK2	5	0.07
SEPHS2	5	0.07
FAM53B	5	0.07
GRPEL1	5	0.07
40974	5	0.07
217862_at	5	0.07
TMEM5	5	0.07
ZNF197	5	0.07
PSMC3IP	5	0.07
KIAA1033	5	0.07
CSTF2	5	0.07
PHACTR2	5	0.07
213736_at	5	0.07
EHMT2	5	0.07
TMEM134	5	0.07
PKD2	5	0.07
UMPS	5	0.07
PTER	5	0.07
221751_at	5	0.07
PRKCI	5	0.07
AFFX-HUMRGE/M10098_5_at	5	0.07
ACAP2	5	0.07
215203_at	5	0.07
TM9SF4	5	0.07
TOB2	5	0.07
RPP38	5	0.07
FRAG1	5	0.07
RRP1B	5	0.07
ZBTB40	5	0.07
MTG1	5	0.07
REV3L	5	0.07
CNOT8	5	0.07
221953_s_at	5	0.07
RANBP6	5	0.07
FAM48A	5	0.07
TLN1	5	0.07
TP53TG1	5	0.07
WDR37	5	0.07
ACLY	5	0.07
BCAS2	5	0.07
HIPK1	5	0.07
SIPA1L3	5	0.07
YIPF1	5	0.07
ANKRD11	5	0.07
CRTAC1	5	0.07
TMEM183A	5	0.07
SUPT4H1	5	0.07
NAP1L1	5	0.07
EIF5B	5	0.07
ZNF669	5	0.07
MRPL13	5	0.07
MFSD10	5	0.07
SRP72	5	0.07
LUC7L	5	0.07
TMEM63A	5	0.07
FURIN	5	0.07
PLCE1	5	0.07
MPDU1	5	0.07
ERBB2IP	5	0.07
RCHY1	5	0.07
KIAA0652	5	0.07
CDC23	5	0.07
WDR12	5	0.07
RTCD1	5	0.07
WDR68	5	0.07
FBXO9	5	0.07
KDSR	5	0.07
212918_at	5	0.07
PDHX	5	0.07
MEMO1	5	0.07
209012_at	5	0.07
NDUFS6	5	0.07
CCT6A	5	0.07
GATAD2A	5	0.07
217672_x_at	5	0.07
HAT1	5	0.07
213074_at	5	0.07
EP400	5	0.07
PRKD3	5	0.07
TMEM11	5	0.07
RFK	5	0.07
SNF1LK	5	0.07
NME7	5	0.07
EXOSC10	5	0.07
ACP6	5	0.07
TNRC6B	5	0.07
C12orf48	5	0.07
208615_s_at	5	0.07
MTRR	5	0.07
MZF1	5	0.07
C14orf133	5	0.07
217152_at	5	0.07
EI24	5	0.07
CDC37L1	5	0.07
DHX16	5	0.07
DRG2	5	0.07
ARL1	5	0.07
RPS9	5	0.07
MPHOSPH8	5	0.07
SUV420H1	5	0.07
SFRS18	5	0.07
CRYZL1	5	0.07
RSRC2	5	0.07
NIT1	5	0.07
PROSC	5	0.07
RTF1	5	0.07
208849_at	5	0.07
REV1	5	0.07
SNF8	5	0.07
SCAMP2	5	0.07
KHSRP	5	0.07
KPNA3	5	0.07
TMEM106B	5	0.07
THOC1	5	0.07
KIAA0907	5	0.07
SAFB	5	0.07
220940_at	5	0.07
214711_at	5	0.07
PCBP2	5	0.07
CTNNB1	5	0.07
MRPS14	5	0.07
MRPS18A	5	0.07
STK25	5	0.07
FOS	5	0.07
APH1A	5	0.07
B4GALT3	5	0.07
CLK2	5	0.07
NAT13	5	0.07
RNF6	5	0.07
C8orf33	5	0.07
FTSJ3	5	0.07
COPS5	5	0.07
UFSP2	5	0.07
214693_x_at	5	0.07
201436_at	5	0.07
MVK	5	0.07
220719_at	5	0.07
221943_x_at	5	0.07
TMED1	5	0.07
35156_at	5	0.07
60794_f_at	5	0.07
BCL2L13	5	0.07
NFATC4	5	0.07
AFFX-r2-Ec-bioB-5_at	5	0.07
PDE6D	5	0.07
KRI1	5	0.07
PCM1	5	0.07
DDRGK1	5	0.07
217604_at	5	0.07
PSMC6	5	0.07
C1orf35	5	0.07
ABHD10	5	0.07
TMEM126B	5	0.07
221740_x_at	5	0.07
51774_s_at	5	0.07
FASTK	5	0.07
USP5	5	0.07
CIC	5	0.07
C16orf58	5	0.07
PSMD3	5	0.07
MUT	5	0.07
49679_s_at	5	0.07
PRKRA	5	0.07
AFFX-r2-Ec-bioB-M_at	5	0.07
CPSF3L	5	0.07
217622_at	5	0.07
TTC35	5	0.07
KAT5	5	0.07
FLJ12529	5	0.07
ALK	5	0.07
217054_at	5	0.07
HDAC3	5	0.07
214213_x_at	5	0.07
FAM10A7	5	0.07
TBC1D10B	5	0.07
KRCC1	5	0.07
PRPSAP1	5	0.07
NUBP2	5	0.07
UBE4B	5	0.07
GH1	4	0.06
CSHL1	4	0.06
TRY6	4	0.06
ORM1	4	0.06
REG1A	4	0.06
SMR3A	4	0.06
DEFA5	4	0.06
CPB1	4	0.06
APOA2	4	0.06
ATP4B	4	0.06
ATP4A	4	0.06
HPX	4	0.06
MSMB	4	0.06
MYL7	4	0.06
PSG8	4	0.06
APCS	4	0.06
CYP11B1	4	0.06
TPSB2	4	0.06
SPRR1B	4	0.06
AGXT	4	0.06
CYP3A7	4	0.06
ACPP	4	0.06
TNNI1	4	0.06
214370_at	4	0.06
HRG	4	0.06
ITIH3	4	0.06
MYOZ1	4	0.06
MYH1	4	0.06
DHRS2	4	0.06
CRCT1	4	0.06
MYH6	4	0.06
F2	4	0.06
213332_at	4	0.06
MYBPC2	4	0.06
CPB2	4	0.06
GPR109A	4	0.06
ADIPOQ	4	0.06
CLDN18	4	0.06
MYOM2	4	0.06
TNNT2	4	0.06
PAPPA	4	0.06
KLF1	4	0.06
DMBT1	4	0.06
KNG1	4	0.06
HBZ	4	0.06
IL1RN	4	0.06
SERPINB4	4	0.06
CEACAM7	4	0.06
EGFL6	4	0.06
PRB1	4	0.06
SLC4A1	4	0.06
MMP7	4	0.06
TDO2	4	0.06
KRT16	4	0.06
CAPN6	4	0.06
F12	4	0.06
MUC13	4	0.06
PROL1	4	0.06
SERPINB2	4	0.06
PTGS2	4	0.06
SCGB1D2	4	0.06
HMBS	4	0.06
HABP2	4	0.06
TMEM100	4	0.06
NTS	4	0.06
LPO	4	0.06
TFR2	4	0.06
UBD	4	0.06
IGLL1	4	0.06
214142_at	4	0.06
211634_x_at	4	0.06
PAX8	4	0.06
PAH	4	0.06
CYP2C18	4	0.06
APOM	4	0.06
MRC1L1	4	0.06
DSG1	4	0.06
INPP5J	4	0.06
216491_x_at	4	0.06
XPO7	4	0.06
CALML3	4	0.06
HAMP	4	0.06
GBA3	4	0.06
FECH	4	0.06
CYP4A11	4	0.06
DAZ4	4	0.06
MSLN	4	0.06
LGALS2	4	0.06
211637_x_at	4	0.06
216576_x_at	4	0.06
FGL2	4	0.06
ALDH8A1	4	0.06
XPNPEP2	4	0.06
COL2A1	4	0.06
SCUBE2	4	0.06
PIGR	4	0.06
GCM1	4	0.06
CFHR4	4	0.06
KCNJ2	4	0.06
DACT1	4	0.06
ARG1	4	0.06
TM4SF5	4	0.06
216510_x_at	4	0.06
SULT2A1	4	0.06
ALAD	4	0.06
217512_at	4	0.06
COCH	4	0.06
C8A	4	0.06
TIMP4	4	0.06
CRABP2	4	0.06
PSG1	4	0.06
RNF186	4	0.06
HTR2C	4	0.06
DGAT1	4	0.06
OTC	4	0.06
STC2	4	0.06
217378_x_at	4	0.06
ASPM	4	0.06
SLC15A1	4	0.06
NMU	4	0.06
GATA2	4	0.06
HERC5	4	0.06
DIO2	4	0.06
IL1R2	4	0.06
P11	4	0.06
TYRP1	4	0.06
CACNB1	4	0.06
CYP2B6	4	0.06
CLDN8	4	0.06
ICAM1	4	0.06
PDLIM7	4	0.06
SYNPO2L	4	0.06
211650_x_at	4	0.06
NR1I2	4	0.06
AKR1D1	4	0.06
KEL	4	0.06
CYP4F2	4	0.06
211641_x_at	4	0.06
NR1H3	4	0.06
PLAUR	4	0.06
TNFRSF25	4	0.06
SOSTDC1	4	0.06
211881_x_at	4	0.06
HJURP	4	0.06
ACY1	4	0.06
ADH6	4	0.06
216557_x_at	4	0.06
UGT2A3	4	0.06
SLC2A2	4	0.06
PTPRH	4	0.06
CENPF	4	0.06
HMOX1	4	0.06
SPRR2C	4	0.06
GJB3	4	0.06
LYN	4	0.06
EDN1	4	0.06
ARHGAP28	4	0.06
KIAA0746	4	0.06
SGCD	4	0.06
MTL5	4	0.06
DLGAP5	4	0.06
PLAU	4	0.06
CHST5	4	0.06
SRPK3	4	0.06
GFPT2	4	0.06
BAAT	4	0.06
IVL	4	0.06
DAK	4	0.06
GIPC2	4	0.06
PLA2G4A	4	0.06
211656_x_at	4	0.06
ADCYAP1	4	0.06
ZNF238	4	0.06
CDC42EP3	4	0.06
217281_x_at	4	0.06
NDUFA4L2	4	0.06
ARL4C	4	0.06
CDC45L	4	0.06
EGF	4	0.06
CCNE1	4	0.06
HOXA11	4	0.06
FANCI	4	0.06
VIPR1	4	0.06
SERPINB7	4	0.06
PLA2G5	4	0.06
ART4	4	0.06
LPXN	4	0.06
211908_x_at	4	0.06
ADAM19	4	0.06
211868_x_at	4	0.06
ABHD5	4	0.06
BUB1	4	0.06
WARS	4	0.06
LTBP1	4	0.06
SLC17A2	4	0.06
MYO6	4	0.06
CDC14A	4	0.06
ADAM7	4	0.06
215811_at	4	0.06
LY96	4	0.06
SLAMF7	4	0.06
CYP11B2	4	0.06
ITGBL1	4	0.06
F10	4	0.06
CRLF1	4	0.06
ALPL	4	0.06
KIF4B	4	0.06
217551_at	4	0.06
KIF14	4	0.06
CA9	4	0.06
FOXM1	4	0.06
KIAA0329	4	0.06
LYST	4	0.06
222325_at	4	0.06
CAMKK2	4	0.06
DPEP1	4	0.06
TGFB1	4	0.06
206783_at	4	0.06
CASP1	4	0.06
GTSE1	4	0.06
CD93	4	0.06
CENPA	4	0.06
GPR6	4	0.06
LHX6	4	0.06
MEGF9	4	0.06
NCAPG	4	0.06
FGF14	4	0.06
ZCCHC6	4	0.06
MBD2	4	0.06
MCM7	4	0.06
C16orf35	4	0.06
RXRA	4	0.06
MYOC	4	0.06
RDH5	4	0.06
KCNN4	4	0.06
205728_at	4	0.06
PAOX	4	0.06
ABCC4	4	0.06
CNIH3	4	0.06
TAF7L	4	0.06
SULT2B1	4	0.06
STAC	4	0.06
RRAD	4	0.06
FLRT2	4	0.06
PACSIN3	4	0.06
HLA-DQB1	4	0.06
RPRM	4	0.06
COL4A3	4	0.06
NR1H4	4	0.06
NFIC	4	0.06
HMGB3	4	0.06
GRIN2C	4	0.06
MYLK3	4	0.06
NCAPG2	4	0.06
RPL3L	4	0.06
IL20RA	4	0.06
CBR3	4	0.06
SLC6A20	4	0.06
ABCB1	4	0.06
LHX3	4	0.06
SLC43A1	4	0.06
209865_at	4	0.06
PARD3	4	0.06
213429_at	4	0.06
FKBP14	4	0.06
SAC3D1	4	0.06
AURKA	4	0.06
GIMAP4	4	0.06
TCF3	4	0.06
RPH3AL	4	0.06
HEY2	4	0.06
KCNS3	4	0.06
PDE1B	4	0.06
TEAD1	4	0.06
AVIL	4	0.06
MYH4	4	0.06
HMHB1	4	0.06
PGM3	4	0.06
GEMIN4	4	0.06
ZER1	4	0.06
KCNK5	4	0.06
213805_at	4	0.06
ANXA9	4	0.06
LGALS13	4	0.06
DUSP3	4	0.06
RFC4	4	0.06
211565_at	4	0.06
SLC27A6	4	0.06
YKT6	4	0.06
CPN2	4	0.06
GALNT2	4	0.06
CD83	4	0.06
PRRC1	4	0.06
GALNT14	4	0.06
RGS9	4	0.06
LOC441601	4	0.06
PTK7	4	0.06
GGCX	4	0.06
OXR1	4	0.06
PRRG4	4	0.06
ARAP3	4	0.06
UPK3B	4	0.06
217274_x_at	4	0.06
TBC1D2	4	0.06
CLEC1A	4	0.06
GIMAP6	4	0.06
WISP2	4	0.06
SMC4	4	0.06
GPR153	4	0.06
RNF19B	4	0.06
PSEN1	4	0.06
C14orf105	4	0.06
GPR161	4	0.06
FETUB	4	0.06
CALCRL	4	0.06
C4orf18	4	0.06
PPARD	4	0.06
MAP2K3	4	0.06
MMP24	4	0.06
CYP4A22	4	0.06
FAM169A	4	0.06
EYA1	4	0.06
PRR16	4	0.06
PLD1	4	0.06
BTN3A2	4	0.06
RIOK3	4	0.06
FXR1	4	0.06
PHC1	4	0.06
DLG2	4	0.06
OSBPL3	4	0.06
216575_at	4	0.06
ENTPD5	4	0.06
HOXB6	4	0.06
C20orf20	4	0.06
PLGLB2	4	0.06
CALCB	4	0.06
PDPN	4	0.06
HCFC2	4	0.06
ERMP1	4	0.06
ALDH3B1	4	0.06
IGF2R	4	0.06
ATP2C1	4	0.06
SEMA4D	4	0.06
KRT31	4	0.06
NCR1	4	0.06
SLC16A1	4	0.06
PEPD	4	0.06
ACOT9	4	0.06
BAG1	4	0.06
ZNF33B	4	0.06
PAK1	4	0.06
SOCS5	4	0.06
RANBP9	4	0.06
WWC3	4	0.06
ZNF593	4	0.06
DEF8	4	0.06
MCM6	4	0.06
ICAM2	4	0.06
204347_at	4	0.06
ST7	4	0.06
CCDC109B	4	0.06
PLCG2	4	0.06
PSMB10	4	0.06
NSDHL	4	0.06
VGLL3	4	0.06
OSTF1	4	0.06
KIAA0040	4	0.06
EPS15L1	4	0.06
GCDH	4	0.06
215059_at	4	0.06
PAFAH1B3	4	0.06
CUX1	4	0.06
214829_at	4	0.06
TAOK3	4	0.06
PAR5	4	0.06
RABEP2	4	0.06
NEK3	4	0.06
MYO1C	4	0.06
ADCY7	4	0.06
AGPS	4	0.06
ORC6L	4	0.06
DGCR8	4	0.06
NCOA3	4	0.06
MYO5A	4	0.06
CD53	4	0.06
NTAN1	4	0.06
EXT2	4	0.06
NUDT15	4	0.06
VPRBP	4	0.06
KIAA0564	4	0.06
MCM3	4	0.06
IHPK2	4	0.06
KLF3	4	0.06
PLAGL1	4	0.06
NBEAL2	4	0.06
BPHL	4	0.06
MAPKAPK3	4	0.06
205118_at	4	0.06
CYTH1	4	0.06
213931_at	4	0.06
NAAA	4	0.06
EPM2A	4	0.06
CREB1	4	0.06
LRRC42	4	0.06
FEM1C	4	0.06
TARBP1	4	0.06
SFRS7	4	0.06
FOXO3	4	0.06
FXN	4	0.06
200690_at	4	0.06
MFSD5	4	0.06
SPANXB1	4	0.06
TIA1	4	0.06
PLEKHF2	4	0.06
DDX60	4	0.06
RNASEH1	4	0.06
217833_at	4	0.06
PKN2	4	0.06
SGK3	4	0.06
AKAP7	4	0.06
DCUN1D2	4	0.06
PRMT2	4	0.06
201677_at	4	0.06
MAPK1	4	0.06
EDEM1	4	0.06
SIAH2	4	0.06
MED20	4	0.06
212952_at	4	0.06
SEC22B	4	0.06
FAM111A	4	0.06
CYP39A1	4	0.06
RYBP	4	0.06
CPEB3	4	0.06
CLN3	4	0.06
MYST4	4	0.06
PACS2	4	0.06
CBX5	4	0.06
MANBA	4	0.06
SMC3	4	0.06
CIB2	4	0.06
GPR172A	4	0.06
TMED5	4	0.06
SFPQ	4	0.06
PTPN18	4	0.06
215368_at	4	0.06
UNC119B	4	0.06
FAM130A1	4	0.06
CTBP2	4	0.06
C11orf67	4	0.06
POP7	4	0.06
C2orf24	4	0.06
NCK1	4	0.06
GALNT1	4	0.06
WWP2	4	0.06
AIFM1	4	0.06
TTRAP	4	0.06
NUP107	4	0.06
PDCD5	4	0.06
ICMT	4	0.06
FARSA	4	0.06
SIP1	4	0.06
KIAA0090	4	0.06
214807_at	4	0.06
RBM22	4	0.06
NSBP1	4	0.06
RUVBL1	4	0.06
KPNA1	4	0.06
CPT2	4	0.06
RNF138P1	4	0.06
RFC2	4	0.06
ADPGK	4	0.06
201038_s_at	4	0.06
215404_x_at	4	0.06
ELMO2	4	0.06
NUTF2	4	0.06
RAB22A	4	0.06
ZNF248	4	0.06
SAP30	4	0.06
ABCB7	4	0.06
CASP9	4	0.06
DIAPH1	4	0.06
213567_at	4	0.06
LRP8	4	0.06
ZNF266	4	0.06
NPAL3	4	0.06
KIAA0240	4	0.06
LSM8	4	0.06
LSM2	4	0.06
214001_x_at	4	0.06
SLC25A13	4	0.06
221860_at	4	0.06
217347_at	4	0.06
SCRIB	4	0.06
MAP3K7IP2	4	0.06
INTS6	4	0.06
KCTD5	4	0.06
HEATR1	4	0.06
RECQL	4	0.06
SIAH1	4	0.06
STAM	4	0.06
NUP205	4	0.06
NOP16	4	0.06
BCCIP	4	0.06
FAF1	4	0.06
CD46	4	0.06
ANKRD49	4	0.06
SDF2L1	4	0.06
SH2D3A	4	0.06
PICALM	4	0.06
222164_at	4	0.06
RNF113A	4	0.06
NR2C1	4	0.06
NIF3L1	4	0.06
221833_at	4	0.06
LACTB2	4	0.06
PTGES2	4	0.06
NT5C2	4	0.06
FASTKD1	4	0.06
TRAPPC2	4	0.06
RBM7	4	0.06
ERCC1	4	0.06
MGAT2	4	0.06
FNBP4	4	0.06
LARP1	4	0.06
UXS1	4	0.06
USP24	4	0.06
TPRKB	4	0.06
PNPO	4	0.06
PTPRU	4	0.06
CHMP2B	4	0.06
FLJ20160	4	0.06
CHD9	4	0.06
IL6ST	4	0.06
NR4A1	4	0.06
ZNF85	4	0.06
PRPF40A	4	0.06
215287_at	4	0.06
VARS	4	0.06
SART1	4	0.06
TBC1D22A	4	0.06
ACAT2	4	0.06
UBR7	4	0.06
PHF17	4	0.06
RNF111	4	0.06
C18orf22	4	0.06
SLK	4	0.06
PLA2G6	4	0.06
SGPL1	4	0.06
MIA3	4	0.06
PES1	4	0.06
TRA2A	4	0.06
PRKRIR	4	0.06
ABCF2	4	0.06
HEXIM1	4	0.06
CCDC91	4	0.06
SNRPA1	4	0.06
C21orf66	4	0.06
ADCY3	4	0.06
BIRC2	4	0.06
CNOT3	4	0.06
C11orf48	4	0.06
221847_at	4	0.06
203487_s_at	4	0.06
MRPL22	4	0.06
221571_at	4	0.06
PELO	4	0.06
SPECC1L	4	0.06
TFPT	4	0.06
DLST	4	0.06
DDX46	4	0.06
WBSCR22	4	0.06
ORC3L	4	0.06
CDK5RAP2	4	0.06
204831_at	4	0.06
EEF1E1	4	0.06
212984_at	4	0.06
RRS1	4	0.06
HBS1L	4	0.06
CDK5RAP3	4	0.06
RBM28	4	0.06
OXSR1	4	0.06
ELAC2	4	0.06
IMPACT	4	0.06
DCTD	4	0.06
216383_at	4	0.06
TMEM87A	4	0.06
NMT1	4	0.06
SRRM2	4	0.06
APIP	4	0.06
LSM12	4	0.06
MCM3AP	4	0.06
GPS2	4	0.06
ARFGAP3	4	0.06
AKR7A2	4	0.06
PRKDC	4	0.06
SNW1	4	0.06
SUB1	4	0.06
PARC	4	0.06
COL4A3BP	4	0.06
NIP7	4	0.06
EIF4B	4	0.06
ACADM	4	0.06
CSAD	4	0.06
215147_at	4	0.06
INPP5K	4	0.06
ECD	4	0.06
HSPBP1	4	0.06
ZC3H7A	4	0.06
RPS6KC1	4	0.06
MINA	4	0.06
CUL5	4	0.06
PPP1R2P3	4	0.06
UNC119	4	0.06
RBM39	4	0.06
NKRF	4	0.06
RBM6	4	0.06
RPP14	4	0.06
RABGGTB	4	0.06
211444_at	4	0.06
CCDC51	4	0.06
B4GALT4	4	0.06
ZNF587	4	0.06
USP47	4	0.06
DPAGT1	4	0.06
DSN1	4	0.06
TACC1	4	0.06
STAG2	4	0.06
PIGH	4	0.06
BFAR	4	0.06
TIMM17A	4	0.06
PFDN6	4	0.06
211143_x_at	4	0.06
MRPS22	4	0.06
214132_at	4	0.06
USP33	4	0.06
UCHL5IP	4	0.06
POLH	4	0.06
ARD1A	4	0.06
BAT2	4	0.06
LARS	4	0.06
213879_at	4	0.06
CETN3	4	0.06
213542_at	4	0.06
CCDC9	4	0.06
ZFC3H1	4	0.06
TIMM17B	4	0.06
POLDIP3	4	0.06
MED21	4	0.06
TMEM168	4	0.06
ACD	4	0.06
213742_at	4	0.06
CYB561D2	4	0.06
DNAJC24	4	0.06
BET1	4	0.06
ATMIN	4	0.06
GLT8D1	4	0.06
ZKSCAN1	4	0.06
212177_at	4	0.06
PTP4A1	4	0.06
ELP3	4	0.06
214291_at	4	0.06
C6orf120	4	0.06
ANKRA2	4	0.06
MAP2K2	4	0.06
GSTM2	4	0.06
SNHG3	4	0.06
FBRS	4	0.06
SAPS3	4	0.06
ZNF7	4	0.06
EIF2B4	4	0.06
TP53BP1	4	0.06
AIDA	4	0.06
RNF216L	4	0.06
UBA2	4	0.06
209206_at	4	0.06
RAB14	4	0.06
C5orf44	4	0.06
ZNF638	4	0.06
CRIPT	4	0.06
217182_at	4	0.06
213396_s_at	4	0.06
FAM89B	4	0.06
200995_at	4	0.06
CHD8	4	0.06
WHSC2	4	0.06
CHMP1A	4	0.06
RCP9	4	0.06
NAT9	4	0.06
RWDD1	4	0.06
ZMYM4	4	0.06
AFFX-r2-Ec-bioB-3_at	4	0.06
MRPS10	4	0.06
211074_at	4	0.06
NIP30	4	0.06
CHMP1B	4	0.06
TAX1BP1	4	0.06
TBL1XR1	4	0.06
TCTN3	4	0.06
VISA	4	0.06
HNRNPA3P1	4	0.06
CHRNB2	4	0.06
HNRNPH2	4	0.06
ARL5A	4	0.06
CHMP5	4	0.06
ARFGEF2	4	0.06
ZNF146	4	0.06
PTPN9	4	0.06
NACAP1	4	0.06
GPS1	4	0.06
RAB3GAP2	4	0.06
CDC2L1	4	0.06
INTS3	4	0.06
GBL	4	0.06
214124_x_at	4	0.06
AZI2	4	0.06
DMXL1	4	0.06
LIN37	4	0.06
GH2	3	0.04
ELA3A	3	0.04
CGA	3	0.04
ELA3B	3	0.04
INS	3	0.04
SPRR1A	3	0.04
REG1B	3	0.04
AFP	3	0.04
GP2	3	0.04
CST1	3	0.04
CPA1	3	0.04
CYP21A2	3	0.04
KRT1	3	0.04
GCG	3	0.04
ATP2A1	3	0.04
PLA2G1B	3	0.04
ERAF	3	0.04
EPB42	3	0.04
ALAS2	3	0.04
214385_s_at	3	0.04
214303_x_at	3	0.04
GYPA	3	0.04
REG3A	3	0.04
PNLIPRP2	3	0.04
SERPINC1	3	0.04
AMBP	3	0.04
HBD	3	0.04
GYPB	3	0.04
PSG11	3	0.04
PRB4	3	0.04
S100A7A	3	0.04
HPD	3	0.04
PSG6	3	0.04
FGB	3	0.04
RHCG	3	0.04
CST5	3	0.04
CCL20	3	0.04
CPA3	3	0.04
PAGE4	3	0.04
SLC26A3	3	0.04
CYP2C8	3	0.04
HRC	3	0.04
SPINK5	3	0.04
MEP1B	3	0.04
PF4V1	3	0.04
SPRR2F	3	0.04
AMPD1	3	0.04
SLC28A2	3	0.04
LEFTY2	3	0.04
SCGB1A1	3	0.04
TNFAIP6	3	0.04
PRSS7	3	0.04
CDH16	3	0.04
SAA4	3	0.04
HSD17B1	3	0.04
ADAM12	3	0.04
SOX11	3	0.04
L1TD1	3	0.04
CDH17	3	0.04
SLURP1	3	0.04
LAMP3	3	0.04
AMY2B	3	0.04
MTTP	3	0.04
ITIH1	3	0.04
TDGF3	3	0.04
PPBP	3	0.04
SERPINA6	3	0.04
PDIA2	3	0.04
FLG	3	0.04
CGB2	3	0.04
KLK13	3	0.04
MNDA	3	0.04
CDH3	3	0.04
PLIN	3	0.04
NPPB	3	0.04
MUPCDH	3	0.04
SLC7A9	3	0.04
F9	3	0.04
CXCL3	3	0.04
TGM3	3	0.04
UGT2B17	3	0.04
MARCO	3	0.04
VNN1	3	0.04
C8B	3	0.04
SPTB	3	0.04
LGALS14	3	0.04
FCGR2A	3	0.04
ANKRD1	3	0.04
MYF6	3	0.04
CA3	3	0.04
TAL1	3	0.04
216560_x_at	3	0.04
VIL1	3	0.04
214399_s_at	3	0.04
TNS1	3	0.04
SERPINF2	3	0.04
ABCG5	3	0.04
C2	3	0.04
MBL2	3	0.04
CRP	3	0.04
GIP	3	0.04
CCL5	3	0.04
TGM1	3	0.04
GM2A	3	0.04
DPYS	3	0.04
211635_x_at	3	0.04
ICA1	3	0.04
CRISP3	3	0.04
ASGR2	3	0.04
APOBEC1	3	0.04
VGLL1	3	0.04
UGT2B4	3	0.04
ACP5	3	0.04
AQP8	3	0.04
